,Unnamed: 0,pl_hostname,pl_orbper,pl_orbsmax,gaia_id,designation,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,visibility_periods_used,mean_varpi_factor_al,rv_nb_transits,phot_g_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,phot_variable_flag,l,b,source_id,distance,r_lo,r_hi,ext_B_V,ext_bp_rp,ext_G,bp_rp0,G0,M_G0,gal_U,gal_V,gal_W,gal_u,gal_v,gal_w
11,11,KIC 9825174 ,0.74092963,0.022495240234726144,Gaia DR2 2127755733639236992,Gaia DR2 2127755733639236992,289.1954229401685,0.033438289814150195,46.65160547443735,0.03869913970631865,0.8446728902640072,0.03919668282200877,21.5496,-5.065471174456151,0.06925328812107845,-11.456502375932471,0.07195229687423113,-0.006704159499999999,0.009918099,-0.21768613,-0.019312436000000002,0.34310365,-0.08624977,-0.33664116,-0.18618979,-0.06239552,0.039472055,212.0,0.0,211.0,1.0,2.0806901,250.4252,0.1562532855576703,1.9471638749431035,16.0,0.055326473,0.0,15.888722,1.0560559999999999,0.45036793,0.6056881,,,b'NOT_AVAILABLE',77.91072866380865,15.317570950273941,2.1277557336392369e+18,1146.1044371117998,1096.4706847352802,1200.34664944447,0.037709571142188876,0.0504931157593909,0.10332422492959753,1.005562884240609,15.785397775070402,5.59260103053958,79.81546544676438,-2.5981236097488787,7.679361569334725,239.1404897577973,1116.5112250989055,312.74692102405555
12,12,KIC 10006641,0.44708779,0.01320593188095424,Gaia DR2 2127829847594856832,Gaia DR2 2127829847594856832,289.75641823154075,0.014523650201765203,46.95289524477997,0.015484346601705116,2.4630117563381964,0.01677421806873021,146.83318,-11.312361015437968,0.031326332070368584,-2.3551382131378245,0.030116988679929724,0.021984853,-0.08456042,-0.11633829,-0.023243213,0.27874294,-0.10031263,-0.24856707,-0.2510422,-0.09327853,0.07655844,237.0,8.0,235.0,2.0,-2.4791380000000003,180.2533,0.0,0.0,16.0,0.16790941,0.0,14.22465,1.2070675,0.5378504,0.6692170999999999,,,b'NOT_AVAILABLE',78.35629072644856,15.086564321147428,2.1278298475948567e+18,401.310088066992,398.60628395948305,404.050160387898,0.020282493761767755,0.027158259147007025,0.05557403290724365,1.179909240852993,14.169075967092757,6.2072496145284095,22.811205043138994,5.017811693848559,24.722148656189994,79.11813412751917,383.9464170749877,105.67473231379834
13,13,KIC 10527135,0.32868757,0.011328538247703815,Gaia DR2 2130928786756938112,Gaia DR2 2130928786756938112,288.4168203289247,0.023077033606209364,47.731018718051004,0.02493234347633816,1.2255337818173275,0.02557936819546785,47.911026,-7.1961712489702006,0.04866042301744352,-12.445601680126044,0.04371339787602899,-0.13662860000000002,-0.16209528,-0.31816566,0.082130075,0.41991764,0.035908736000000004,-0.35109273,-0.025315495,-0.19697738,-0.09493528,238.0,0.0,236.0,2.0,-3.4185765,164.50401000000002,0.0,0.0,15.0,-0.06940556,0.0,15.290553,1.0866003,0.4729929,0.6136074,,,b'NOT_AVAILABLE',78.7268166210516,16.22766282326859,2.1309287867569385e+18,797.453266334933,781.3886059972709,814.179814118261,0.027459131565592713,0.03676777716632864,0.07523802048972404,1.0498325228336713,15.215314979510275,5.782026793815103,64.80079446304835,-0.4888391699180815,14.07164009318039,153.15664402029097,768.3458831679159,228.0269394575972
14,14,KIC 10585738,0.6364249,0.018666510538776,Gaia DR2 2131541867567734528,Gaia DR2 2131541867567734528,285.1568015284064,0.03012071599397226,47.873251228734816,0.03834260292422729,0.9302259931142788,0.035652424417678824,26.091522,-7.544149859149938,0.06408929036795906,-16.88163809779022,0.07355260921682276,0.10887245,0.19073814,-0.27166155,-0.19352464,0.24177882,-0.24298064,-0.27875057,-0.30028433,-0.1201508,0.13717858,175.0,0.0,173.0,2.0,-1.4194601999999998,142.70221999999998,0.0,0.0,15.0,0.016557407,0.0,15.720858999999999,1.1227893999999998,0.49336338,0.629426,,,b'NOT_AVAILABLE',78.02144189701197,18.315917152078317,2.1315418675677343e+18,1043.56368858408,1005.84822972964,1084.15905123461,0.034845238966492456,0.046657774976133395,0.09547595476818933,1.0761316250238664,15.62538304523181,5.628264204211714,102.71189223730642,-9.091534239205666,12.848971914419398,211.8097178588314,998.3237591075629,337.82780675264576
15,15,KIC 11187332,0.30598391,0.02268497929897341,Gaia DR2 2129577727484793088,Gaia DR2 2129577727484793088,290.10065212741426,0.02317987014324641,48.876351896351785,0.02248307668566931,0.9529194335412359,0.0259636836374418,36.702009999999994,5.205522555466341,0.05066808712672248,-7.829769803836094,0.04207683208294224,0.037739895,-0.2575541,0.25055015,0.024310704,0.25686708,-0.10925662,-0.30015457,-0.38849235,-0.18610105,0.14072903,219.0,0.0,219.0,0.0,-2.8913746,159.03545,0.0,0.0,15.0,0.08465908,0.0,15.126863,0.9216795,0.3797884,0.5418911,,,b'NOT_AVAILABLE',80.27945911832255,15.647010313714821,2.1295777274847928e+18,1018.9702168075199,992.5067619709199,1046.85587622616,0.03554808180974355,0.04759888154324662,0.09740174415869735,0.8740806184567533,15.029461255841303,5.0860555483936665,37.90013510573707,18.400833584925905,-30.585698920812582,170.61842982369535,996.0093437205526,283.035468933987
16,16,KIC 11453930,0.22924638,0.028271120572841143,Gaia DR2 2129936202634908288,Gaia DR2 2129936202634908288,291.14534119786117,0.01597630020475081,49.365313798411634,0.017315811093161625,1.2331708528247411,0.017329218215786778,71.16136999999999,4.7240234750766135,0.033488457740645065,-0.8378014113083223,0.03184056483416998,-0.16876294,0.017624301999999998,-0.25356147,0.11918963,0.26560807,0.059392847,-0.35606968,-0.14814141,0.06613568,-0.059845548,190.0,0.0,188.0,2.0,4.3255230000000005,277.97042999999996,0.09041374847980556,2.28274620513595,15.0,0.06555695,0.0,13.074766,0.6618023000000001,0.25199699999999997,0.4098053,,,b'NOT_AVAILABLE',81.02996165484018,15.219035161949456,2.129936202634908e+18,792.445068992268,781.6280997474139,803.5600886428169,0.02908563669168999,0.038945667530172895,0.07969464453523058,0.6228566324698271,12.99507135546477,3.579920163282045,7.406197396378646,17.577650234095568,-10.013104759211153,122.00232879525663,772.9085294589286,212.87380947441176
17,17,KIC 11550689,0.30160087,0.0071152149092721,Gaia DR2 2132825031998009728,Gaia DR2 2132825031998009728,286.89182949416994,0.01711456652219831,49.582447794468344,0.019343617601361388,3.7483042174937298,0.019373045459126555,193.48038,-6.831235467033277,0.03636499276354042,-30.564339515177245,0.038232547613074166,-0.015594445,0.2857199,-0.027876195,-0.11714558,0.14850222,-0.09877469400000001,-0.13792062,-0.05470073,-0.13359620000000003,-0.07263856,202.0,0.0,202.0,0.0,-0.6604026,183.5433,0.0,0.0,15.0,0.09373673,0.0,14.5882225,1.6862946,0.81292725,0.8733673000000001,,,b'NOT_AVAILABLE',80.12979348246223,17.853380002606094,2.1328250319980096e+18,264.750720798334,263.38950420891,266.125827165676,0.017797526310848587,0.023830887730226256,0.04876522209172513,1.6624637122697739,14.539457277908275,7.474036744141806,49.99843446908618,7.30267850526257,1.6503719142675046,43.5295567254683,250.18128287337817,81.7922507048729
18,18,KIC 1717722 ,0.97730809,0.017235561762577945,Gaia DR2 2051027792165858304,Gaia DR2 2051027792165858304,290.6178586512172,0.025212495802275477,37.289100186011964,0.0316580572466106,1.659279938858944,0.034851129318442885,47.610508,-14.246097857592902,0.05561245777360501,4.020801302441214,0.06655508995328446,-0.012762861,0.17353858,-0.059895534,-0.12373506,0.26976809999999996,-0.11419164400000001,-0.07630689,-0.08195538,-0.23710889,-0.17228310000000002,220.0,0.0,217.0,3.0,-1.9030148,174.59286,0.0,1.3802802276888773e-15,15.0,-0.013082924,0.0,15.653960000000001,1.3381376,0.60312176,0.73501587,,,b'NOT_AVAILABLE',69.65881033538089,10.408561561067335,2.0510277921658583e+18,592.711179085082,580.620392564064,605.306786312423,0.03605854281285769,0.048282388826416445,0.09880040730723008,1.2898552111735837,15.555159592692771,6.789744407425811,15.731873355249043,2.5113459826387987,48.144621649943716,206.04697770987264,555.7892657077587,108.88223895956232
19,19,KIC 3444588 ,0.92831093,0.01908551763898869,Gaia DR2 2052736123999181824,Gaia DR2 2052736123999181824,291.6924772825144,0.02770824440642053,38.57291052400289,0.034720163455971065,1.9579125575433303,0.0361629764598275,54.14135400000001,2.1157141451599153,0.06280975342384174,5.421978117045682,0.06687848651548098,0.061270602,0.045007695,0.04124659,-0.04009774,0.30254048,-0.10892286,-0.3544613,-0.19407856,0.021636697000000003,0.06828706,223.0,0.0,222.0,1.0,-0.24091741,211.36389,0.0,0.0,15.0,0.05867313,0.0,15.861248000000002,1.6623316000000004,0.7990017,0.8633299000000001,,,b'NOT_AVAILABLE',71.2109162188406,10.222193240697418,2.0527361239991816e+18,503.567808164261,494.49054800687003,512.978358556887,0.032343376578706576,0.04330778123888811,0.08862085182565603,1.6190238187611123,15.772627148174346,7.350958205206613,-2.2576870003110012,16.53808097840575,8.543610701419475,161.89321494040536,475.8555106446775,90.6403864376673
20,20,KIC 4055304 ,0.57103885,0.015917619340821268,Gaia DR2 2052965337812644352,Gaia DR2 2052965337812644352,291.0499339899215,0.017717805308808083,39.141674041147965,0.022416992785657525,2.303473521071266,0.02284205095332707,100.84355,3.673661497848857,0.03622494746701446,5.643104763076414,0.046178434749696004,-0.20000362,-0.054058105,-0.30049148,0.21256918,0.31930864,0.17369214,-0.3940639,-0.062293768,0.11966272,-0.14617717,174.0,0.0,174.0,0.0,-4.7110389999999995,95.88436999999999,0.0,0.0,12.0,0.008580039,0.0,14.128210000000001,1.1497507,0.5070772,0.6426735,,,b'NOT_AVAILABLE',71.50233427555287,10.923460877821169,2.0529653378126444e+18,428.79763670354,424.606588620054,433.07073736051,0.02899593099216848,0.03882555159851359,0.07944885091854163,1.1109251484014864,14.048761149081459,5.9669480845036755,-1.8481955169144875,16.902178022514864,5.626673324120188,135.23812940870744,404.23902606955994,82.26598148287806
21,21,KIC 4144576 ,0.81316598,0.01621431915207066,Gaia DR2 2099735057762220288,Gaia DR2 2099735057762220288,287.94559852868895,0.01568371295309362,39.230528096842434,0.018792647213533718,1.9908514026985902,0.019777067362451262,100.66464,-2.5392558625576167,0.03339695519174945,-6.434589593730786,0.03265018396830153,-0.22408882,-0.2624031,-0.2077147,0.12593874,0.33301690000000006,0.029922169,-0.34484276,-0.12043684,-0.21070424,-0.10680799,209.0,0.0,208.0,1.0,-3.1495118,145.38803000000001,0.0,0.0,15.0,-0.15285726,0.0,14.134908,1.0870056000000001,0.47481155,0.61219406,,,b'NOT_AVAILABLE',70.53189878647969,13.136205985819707,2.0997350577622203e+18,495.155649424235,490.317030292129,500.088977385429,0.03112577846364486,0.04167741736282046,0.08528463299038692,1.0453281826371796,14.049623367009612,5.661199307751701,26.6730911944132,6.937094960234854,6.433684643978953,163.02611699112094,461.18752697308526,114.15554690239249
22,22,KIC 4852528 ,0.986786,0.014367153556016487,Gaia DR2 2076328963475704576,Gaia DR2 2076328963475704576,296.11257590306,0.016787262508343875,39.978745121355075,0.022394920979497173,2.6780149183519466,0.021045896949349597,127.24641399999999,-1.379623132299677,0.03650410591271151,-7.184573748288491,0.04592428932217701,-0.01809694,0.21576838,-0.15521197,-0.12585928,0.05659059,-0.11055299,-0.35418066,-0.18864359,-0.063580684,-0.113120876,227.0,0.0,227.0,0.0,-2.0464544,181.02774,0.0,0.0,15.0,0.058573164000000004,0.0,14.755510999999998,1.4733171,0.68465424,0.7886629,,,b'NOT_AVAILABLE',74.08668753108059,7.852571577412755,2.0763289634757048e+18,369.45140759955495,366.579172149942,372.368192807634,0.034275227453120394,0.045894529559728205,0.09391412322154989,1.4274225704402719,14.661596876778448,6.917724372261022,23.085509371056748,9.395814883968196,3.254661384432114,101.4227110046974,355.7336075518938,51.01710791649977
23,23,KIC 5040077 ,0.89638348,0.02418056957009884,Gaia DR2 2073569356783775488,Gaia DR2 2073569356783775488,298.53965146515543,0.015613988033534759,40.18359260378515,0.019345464666684367,1.2347587162460456,0.020050980234355517,61.580967,-0.8831065729549055,0.032680543717839516,-14.215053195551233,0.037150819167817616,0.05436994,0.09515586,-0.07000358400000001,-0.054241896,0.21944098,-0.09126668,-0.28348902,-0.15124428,0.011716098000000001,0.041001607,238.0,0.0,236.0,2.0,-2.8117712000000004,175.12589,0.0,0.0,16.0,0.04104829,0.0,14.59246,0.9622097,0.4014454,0.5607643,,,b'NOT_AVAILABLE',75.19386337418234,6.341523436489974,2.0735693567837755e+18,791.6184903148891,779.152974186542,804.4819789667999,0.08543891910753228,0.11440271268498571,0.23410263835463846,0.8478069873150142,14.358357361645362,5.099880351333132,58.947278490170156,2.417839134636589,-17.326564917190332,205.6964992997833,778.1928355348639,89.45442452843946
24,24,KIC 5095635 ,0.75445863,0.03770552350515507,Gaia DR2 2101125974333636992,Gaia DR2 2101125974333636992,290.6846710954307,0.017054270002613687,40.25538676411894,0.018760594319951703,1.1823999282351796,0.021035368965491488,56.210087,-4.508285203847118,0.037032733080324134,-14.859403355516665,0.0368108733459083,0.14053787,0.21880747,-0.12002955400000001,-0.048310122999999996,0.33962998,-0.016039163000000002,-0.20784275,-0.012436134,-0.1516424,0.00438409,213.0,0.0,213.0,0.0,-2.4860644,160.7407,0.0,0.0,15.0,0.00921477,0.0,14.467351,0.9064827,0.37615395,0.53032875,,,b'NOT_AVAILABLE',72.3973535036368,11.664411945318053,2.1011259743336369e+18,825.808165560674,811.598478376644,840.5149961177341,0.04357588159193948,0.058348105451606964,0.11939791556191419,0.848134594548393,14.347953084438087,4.882955135761357,70.31271483990635,-4.497537471508968,-2.209843197376835,250.48085930789307,789.4894552934136,170.99039804029582
25,25,KIC 5175986 ,0.86838702,0.0217269830432152,Gaia DR2 2101307290671768704,Gaia DR2 2101307290671768704,288.43359768100237,0.028094709903890454,40.380851856283606,0.031790740461138924,1.5166366103279914,0.035329840095827576,42.92792,2.818054628373332,0.058749289059123126,-7.102246849243972,0.061960251605429575,0.0040328256,-0.007964125,-0.045649155999999996,-0.02494881,0.2691315,-0.10441508,-0.14955079999999998,-0.26943603,-0.018297952,0.10034383,234.0,0.0,231.0,3.0,0.21359970000000003,229.8967,0.0,0.0,16.0,0.016153896,0.0,15.904549,1.3780117,0.6317291,0.7462826,,,b'NOT_AVAILABLE',71.7668325930577,13.271421363232,2.1013072906717688e+18,647.4242234635959,632.832486674029,662.691968330812,0.035741259130703217,0.047857545976011606,0.09793105001812683,1.3301541540239885,15.806617949981872,6.8486042772177065,28.058233342254052,10.814653909522963,-9.506270428462898,200.79209324070192,609.5234108126263,151.36407416122796
26,26,KIC 5340878 ,0.539917,0.011099735258464477,Gaia DR2 2103579397088495616,Gaia DR2 2103579397088495616,283.58754586033297,0.014624856730795522,40.574901810492356,0.014987820218898794,2.114422842608481,0.01685584785763717,125.4415,-11.441688621850373,0.031674671171566714,-8.623993706629083,0.030518694693713686,-0.06875923,-0.17628844,-0.00762737,0.054781433,0.24081214,0.0043261196,-0.22179629,-0.10521153,-0.062459435,0.062139492000000005,239.0,0.0,239.0,0.0,-4.487026999999999,149.23988,0.0,0.0,17.0,0.07483835,0.0,14.312222,1.0803432,0.46765327,0.61269,,,b'NOT_AVAILABLE',70.45589963278766,16.73831949390687,2.103579397088496e+18,466.585897855286,462.917258454521,470.312095566987,0.029117645928479183,0.03898852789823363,0.07978234984403297,1.0413546721017664,14.232439650155968,5.967563957546144,35.35235996436047,-1.4719059944151889,23.239336064667796,151.51090680030407,426.8094155596096,136.20787783987686
27,27,KIC 5513012 ,0.67933587,0.015706488127173592,Gaia DR2 2103628462794226304,Gaia DR2 2103628462794226304,283.9200236462642,0.015484143263340027,40.74004189952526,0.01735599610540577,1.728219155857582,0.020462454250181138,84.45806,-2.4084043662043944,0.033021707371746034,-13.026328707456406,0.031629471932574565,-0.13940321,-0.11523417400000001,-0.042535975999999996,0.0005027192,0.3233357,-0.15033083,-0.20864694,-0.41328624,0.023059344,0.046789765,213.0,0.0,212.0,1.0,-2.4956644,159.69835,0.0,0.0,14.0,-0.06204021,0.0,14.12226,0.9606447,0.40444565,0.5561991,,,b'NOT_AVAILABLE',70.71354134494312,16.565232072801418,2.1036284627942264e+18,569.185069172663,562.581892544885,575.942249422418,0.03177300625474556,0.0425440553751043,0.08705803713800284,0.9181006446248957,14.035201962861997,5.345992504120872,45.40034507652071,2.3960999110305004,0.3996512643209692,183.184377185766,523.4892122817639,164.97143289337237
