,pl_hostname,pl_orbper,pl_orbsmax,gaia_id,source,designation,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,visibility_periods_used,mean_varpi_factor_al,rv_nb_transits,phot_g_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,phot_variable_flag,l,b,source_id,distance,r_lo,r_hi,petigura_radial_velocity,ra_prop,dec_prop,LAMOST_radial_velocity,gaia_rv,rv_source,ext_B_V,ext_bp_rp,ext_G,bp_rp0,G0,M_G0
41,KIC 6867588,0.82628363,0.02336022714526511,Gaia DR2 2077689712190423552,SO,Gaia DR2 2077689712190423552,293.1369678306537,0.023611566698676877,42.35042497792648,0.02677119109462149,1.1073672486575763,0.030709568121159957,36.059357,-6.16521629707594,0.050392165780524745,-6.896458702945777,0.05279461667505397,-0.02762744,-0.008357811,0.06204548,-0.1640714,0.31312603,-0.2516293,-0.09303565,-0.32412127,-0.2794128,-0.04414018,202.0,0.0,200.0,2.0,5.77738,331.84164,0.17093168887819973,5.480881341961537,15.0,-0.08891335,0.0,14.403887,1.13729,0.49778938,0.6395006,-13.8,,b'NOT_AVAILABLE',75.14528448137693,10.942816858359633,2.0776897121904236e+18,880.857114758164,857.471254127841,905.529835600839,-13.8,293.1370037485304,42.35045467100694,,,Petigura,0.04454809924238924,0.05964990488555919,0.12206179192414653,1.0776400960299681,14.281825003119799,4.679359462431856
42,KIC 6934291,0.56785704,0.01449597149914514,Gaia DR2 2105474852056221824,SO,Gaia DR2 2105474852056221824,286.8872554946245,0.016538803272301252,42.471227097907985,0.01970839063046431,1.709447176539538,0.019495085384440978,87.68606,-1.317766634696163,0.037212575589840494,-3.366560093267368,0.041260483005875585,-0.029236695,0.04978312,-0.09641415,0.021898694,0.15070374,-0.016621664,-0.3435463,-0.090922914,0.05023802,0.04288027,265.0,0.0,265.0,0.0,-1.6798635,222.94147,0.0,0.0,17.0,0.08073854,0.0,15.044114,1.1716108,0.5149183,0.6566925,-26.0,,b'NOT_AVAILABLE',73.25741050746372,15.1756374561251,2.1054748520562217e+18,575.322109729332,568.892031869555,581.896541386082,-26.0,286.8872631865873,42.47124159281924,,,Petigura,0.0276011547892235,0.03695794626277026,0.07562716412247239,1.1346528859515852,14.968486948731531,6.244557837384043
43,KIC 6964929,0.66502914,0.012808316930141974,Gaia DR2 2077219052496826368,SO,Gaia DR2 2077219052496826368,296.2328098695838,0.018506957961634807,42.47279650964336,0.022012397831357826,0.9904131179122038,0.02449045032461255,40.44079,2.5739637549044745,0.038916768552405785,0.37570931071200364,0.03666118017719774,0.009532363,0.12662715,-0.09688075,-0.117154256,0.37906358,-0.23229025,-0.18234377,-0.3467666,-0.116014905,-0.0033482364,222.0,0.0,218.0,4.0,-1.2809248,187.0288,0.0,0.0,14.0,-0.060936064,0.0,14.754552,0.91346073,0.3763857,0.53707504,-29.1,,b'NOT_AVAILABLE',76.33823906500793,8.978514336162993,2.0772190524968264e+18,981.778696909662,958.542783323139,1006.14774082381,-29.1,296.232794844674,42.472794892005076,,,Petigura,0.0837913963657327,0.11219667973371608,0.2295884260421076,0.8012640517726316,14.524963461470099,4.794482912124746
44,KIC 6974658,0.7165313,0.04598382027639381,Gaia DR2 2078450196282665088,SO,Gaia DR2 2078450196282665088,298.2980940254205,0.012343223341467082,42.43432036524128,0.01389183244579081,2.4588973885383982,0.01498086109529403,164.13593,-11.057124387524972,0.02676108258398252,-7.683042308038203,0.02576329204016945,0.10230699,0.12256281,-0.13127686,-0.023129586,0.3708552,-0.020406118,-0.29284397,-0.050994676,-0.10273543,0.013224902,229.0,0.0,229.0,0.0,-5.7272563,122.88227,0.0,6.713997766802521e-16,16.0,0.10228715,0.0,13.421438,1.0223637,0.4392681,0.58309555,15.0,,b'NOT_AVAILABLE',77.06055742429474,7.632203238950021,2.078450196282665e+18,401.972013326328,399.547601733201,404.425496321678,15.0,298.29815852918676,42.43435344498868,,,Petigura,0.03630373384780965,0.04861069962221712,0.09947223074299844,0.9737529630975095,13.321965986420087,5.400459131853303
45,KIC 7102227,0.76401932,0.018237272410589197,Gaia DR2 2105538623730974848,SO,Gaia DR2 2105538623730974848,286.4100307166823,0.028402446405532585,42.68151367209576,0.027783444196631063,1.411326547874011,0.02926317086648968,48.228764,5.157724618800546,0.057083719287567045,-5.248012680631627,0.05387273234725741,-0.12103277,0.06033848,-0.3691659,0.09927976,0.11184165,0.074748114,-0.36719808,-0.21075462,-0.023338685,-0.06445164,209.0,0.0,208.0,1.0,-0.8680529,185.37854,0.0,0.0,14.0,0.005240375,0.0,15.56481,1.1977406,0.527689,0.6700516,-22.9,,b'NOT_AVAILABLE',73.31631644341563,15.581208216823432,2.1055386237309747e+18,694.62677733334,680.680757361162,709.145412595861,-22.9,286.410000508724,42.681536267701944,,,Petigura,0.03149794805714556,0.0421757524485179,0.08630437767657884,1.1555648023610523,15.478505421517758,6.356052194099215
46,KIC 7605093,0.63400313,0.018241457831124065,Gaia DR2 2126012900332317056,SO,Gaia DR2 2126012900332317056,290.99538245982046,0.02741750975653115,43.24387921188554,0.03221516813663875,1.1551172179024554,0.03182468319901896,36.29627,6.290268101802393,0.05881432351670406,-13.84286922099036,0.06938890934915166,-0.1810894,0.10173216,-0.19868734,0.06342392,0.0119923735,0.0639129,-0.28891563,-0.108127005,-0.042442042,-0.15342073,211.0,0.0,209.0,2.0,-0.93861705,184.99684,0.0,0.0,16.0,0.04870759,0.0,15.719529,1.1494408,0.49953747,0.6499033,,,b'NOT_AVAILABLE',75.25717155245869,12.747065105053458,2.1260129003323172e+18,845.227665846921,822.912737342983,868.763156053507,,290.99534528040897,43.243938813122,,, ,0.03695501121874931,0.04948276002190533,0.10125673073937312,1.099958005358954,15.618272421177132,6.084659678915262
47,KIC 7749002,0.60992303,0.0162952372824114,Gaia DR2 2126074614722290560,SO,Gaia DR2 2126074614722290560,290.3916779411751,0.023620847300157472,43.44030897083841,0.02672806259175362,0.8836582299306259,0.028456480099711887,31.05297,-8.166267482496831,0.051946901140176666,-3.0236423382293607,0.0531970480926408,0.12761599,0.05438488,-0.10282297,-0.026589267,0.2436746,-0.07448488,-0.19255209,-0.23027104,-0.13965209,0.15792349,245.0,0.0,245.0,0.0,-1.3661022,210.68532,0.0,1.2972676148241317e-15,17.0,0.056423176,0.0,15.631784,0.946805,0.3925495,0.5542555,,,b'NOT_AVAILABLE',75.24772692487377,13.227968492867529,2.1260746147222907e+18,1096.62766407824,1063.18642847988,1132.19895140708,,290.39172636529906,43.44032198928825,,, ,0.052861823980440044,0.07078198230980921,0.14484139770640572,0.8760230179953665,15.486943041380508,5.431488452008981
49,KIC 7907808,0.65594057,0.030600074577130997,Gaia DR2 2078762010906266496,SO,Gaia DR2 2078762010906266496,297.08320691224645,0.01687593625466851,43.68003049687682,0.023634577754369182,2.1798545789703043,0.022824497645999114,95.50504,25.731048263717778,0.036317560689420554,15.798699582152356,0.042319665786877854,-0.11658062,-0.10440873,-0.08007864,-0.0021760007,0.39093372,-0.067928076,-0.26212662,-0.16547526,-0.01062721,-0.097853,191.0,0.0,191.0,0.0,-3.4390466,126.72546,0.0,0.0,15.0,-0.04424912,0.0,14.486975,1.3008175,0.5893736,0.7114439,-32.5,,b'NOT_AVAILABLE',77.71218714468291,9.019270545527249,2.0787620109062666e+18,452.807337628303,448.139806529419,457.571347214376,-32.5,297.08305372485376,43.679962474595776,,,Petigura,0.036155901001166835,0.04841275144056239,0.09906716874319714,1.252404738183461,14.387907547443326,6.20740743683953
50,KIC 8235924,0.58800041,0.010495174514539397,Gaia DR2 2126343823271448832,SO,Gaia DR2 2126343823271448832,292.7734522848991,0.022515085965764816,44.17808801057307,0.025799028630288323,3.1258021476397393,0.028762073978967243,108.67791,11.04393984066869,0.051973667090566396,-0.41266528073729924,0.04655626752605934,0.10635236,0.20339175,-0.10358614,0.10560985,0.48781562,0.025283242,-0.12593937,-0.11934874,0.060368877,0.14401913,196.0,0.0,195.0,1.0,0.94967866,208.41055,0.0,0.0,16.0,0.0010431265,0.0,14.914684,1.7468605,0.8472662,0.8995943,,,b'NOT_AVAILABLE',76.69172676109613,11.998076009620311,2.1263438232714488e+18,317.022456076829,314.135967706013,319.961518058303,,292.7733859828757,44.178089787307194,,, ,0.022199998755587598,0.029725798333731793,0.060827996590310025,1.7171347058166588,14.853856299063986,7.409234164299985
52,KIC 8558011,0.63816268,0.016472885131780156,Gaia DR2 2126248505058677120,SO,Gaia DR2 2126248505058677120,291.0571451135587,0.017459477882034776,44.632306003392095,0.01728989330192263,1.8976318549101776,0.019912370096306673,95.29915,-4.568328049711305,0.03487981832246369,-17.412555105116454,0.03263111952539814,-0.22202195,-0.23446846,-0.05607531,-0.04066395,0.33116806,-0.1487,-0.21740721,-0.24677533,-0.12588584,-0.12023573,221.0,0.0,220.0,1.0,-3.5660708,148.68434,0.0,0.0,15.0,-0.08692273,0.0,14.3746395,1.1293745,0.49385548,0.635519,-221.6,,b'NOT_AVAILABLE',76.56527089452089,13.299781824937853,2.1262485050586772e+18,519.121806953177,513.769908229741,524.584343669948,-221.6,291.0571727532238,44.632380974112124,-45.71,,Petigura,0.027481373385620976,0.03679755896334649,0.07529896307660149,1.092576945126009,14.299340548031797,5.798293146905728
53,KIC 8561063,0.45328732,0.006332541269252171,Gaia DR2 2126556132093765888,SO,Gaia DR2 2126556132093765888,292.21959997203754,0.03177285171003278,44.61736674086256,0.03772735305008143,24.933966886217362,0.04008738390193088,621.99036,93.12582002897545,0.0730319824684729,-417.42026962610527,0.06713640478391437,-0.0929253,-0.07752351,-0.1675355,-0.010021147,0.40816596,-0.11069587,-0.18468519,-0.2298627,-0.06905208,0.006779161,226.0,0.0,226.0,0.0,10.911973,537.7407,0.285570997997678,12.580999191880583,16.0,0.04642375,0.0,14.993085,2.6423092,1.4603834,1.1819258,,,b'NOT_AVAILABLE',76.91717354879727,12.54674097675648,2.126556132093766e+18,40.0595435940143,39.9948326439177,40.1244605575987,,292.21903666299767,44.61916396563843,,, ,0.0031499013420906476,0.004217717897059377,0.008630729677328376,2.638091470945714,14.98445417785441,11.97955396892613
54,KIC 8804845,0.76213044,0.019338038011258937,Gaia DR2 2106374557504930944,SO,Gaia DR2 2106374557504930944,285.38737062147953,0.0154871190291805,45.04902650342676,0.019082755601815184,1.4689650714097204,0.01830997940034746,80.22756,-6.826620817668415,0.03469460581090333,-5.7998150609472425,0.03635570705240853,0.0023366546,-0.16134572,-0.08946316,0.03150721,0.2600951,0.024930665,-0.25259712,0.00725864,-0.04246113,0.09622432,194.0,0.0,193.0,1.0,-3.7552269,123.675064,0.0,0.0,16.0,0.08651949,0.0,14.272647,0.96054935,0.40566254,0.5548868,-41.5,,b'NOT_AVAILABLE',75.31274476369785,17.155876732166504,2.1063745575049308e+18,667.692698967208,659.566700815995,676.017738419834,-41.5,285.3874122242352,45.04905147484516,,,Petigura,0.02656297124951886,0.03556781850310575,0.07278254122368169,0.9249815360501169,14.199864362768018,5.14976472081184
56,KIC 8947520,0.96852469,0.022980749016770594,Gaia DR2 2127065652653876992,SO,Gaia DR2 2127065652653876992,289.8844102135073,0.040672435701403706,45.211507518081824,0.03813972050442189,1.219249217184646,0.039117814766822155,31.168644,0.5434769368360506,0.09511176919233959,-2.3974233716640985,0.07735952984558223,-0.11708934,-0.12850085,-0.42026454,0.063325115,0.11958496,0.04567564,-0.40866855,0.08735089,-0.14685419,-0.14706975,202.0,0.0,202.0,0.0,14.330762,638.87585,0.3321238341366672,20.942951676029697,16.0,0.13964047,0.0,14.478798,0.9109087,0.37275982,0.5381489,9.8,,b'NOT_AVAILABLE',76.74947816595393,14.296258553947004,2.127065652653877e+18,801.993109876868,777.405205350453,828.156490455465,9.8,289.88440689200525,45.21151784032129,,,Petigura,0.02984280257076886,0.039959512642259505,0.08176927904390668,0.870949186393385,14.397028633553749,4.957944726758573
57,KIC 9092504,0.96286621,0.016927700829902255,Gaia DR2 2126524001437900928,SO,Gaia DR2 2126524001437900928,293.20450087605354,0.02854271364128372,45.43539189498068,0.03456410744884769,0.712903912367554,0.0358567911453262,19.881977,-0.6018492044400742,0.061772520197381206,-3.7303859831660926,0.061595958943828376,-0.14577429,-0.24689277,-0.019390713,0.0060011316,0.3335938,-0.13411433,-0.316853,-0.25808954,-0.16105767,0.0135313235,213.0,0.0,213.0,0.0,-1.0020276,187.60161,0.0,1.393488951877828e-15,16.0,0.059501722,0.0,15.775296,1.014514,0.43135738,0.5831566,,,b'NOT_AVAILABLE',77.98304533697494,12.281937254771329,2.1265240014379008e+18,1350.32379488022,1286.51563232199,1420.65432082668,,293.20450456886755,45.435407956364706,,, ,0.06244454110703496,0.08361324054231982,0.17109804263327583,0.9309007288790669,15.6041981686094,5.123105654099078
58,KIC 9149789,0.35251639,0.009883173022996777,Gaia DR2 2127096198461768704,SO,Gaia DR2 2127096198461768704,289.8588634024416,0.01677530547910609,45.503775683297796,0.022908809212643516,1.35574066900371,0.021611633758884474,62.731983,-4.198303561059074,0.037450451154126665,-11.257506708642133,0.04319305669444075,-0.032958943,0.012513446,-0.077526025,0.030160097,0.23105536,-0.061285228,-0.34375197,-0.27789888,-0.015809648,0.07129499,222.0,0.0,220.0,2.0,-0.93883073,195.48732,0.0,0.0,16.0,0.03311907,0.0,14.84886,1.0092487,0.42754555,0.5817032,-25.9,,b'NOT_AVAILABLE',77.01697225038454,14.432617756892533,2.1270961984617687e+18,722.365820867648,711.176401812647,733.906418681554,-25.9,289.8588891935932,45.50382415311543,-32.55,,Petigura,0.027952927699675407,0.037428970189865365,0.07659102189711062,0.9718197633306425,14.772268765090194,5.555073842429483
59,KIC 9221517,0.76985432,0.022003220798516347,Gaia DR2 2128039304560957952,SO,Gaia DR2 2128039304560957952,293.13118032257626,0.014668817904825502,45.66341530354949,0.017178013863646143,2.6232752707458706,0.01673862504592621,156.71988,13.549649634471255,0.03121750307203006,-28.53060468635009,0.031292748540636746,0.16706707,-0.064750195,-0.32196847,-0.16671342,0.30741033,-0.21213084,-0.32575583,-0.175263,0.053929012,0.22590986,196.0,0.0,196.0,0.0,-4.5729747,114.3643,0.0,0.0,14.0,0.019523395,0.0,13.804277,1.1463165,0.5027437,0.6435728,3.5,,b'NOT_AVAILABLE',78.16898822292067,12.42904051651671,2.128039304560958e+18,377.059564508023,374.676736436029,379.472347738887,3.5,293.1310968467946,45.66353814362262,-1.28,,Petigura,0.02223968937448452,0.02977894407243477,0.06093674888608759,1.1165375842478777,13.743340671157858,5.922227612067983
60,KIC 9388479,0.89304119,0.012625088520060064,Gaia DR2 2107406178588473728,SO,Gaia DR2 2107406178588473728,283.73172743288615,0.02392423610327913,45.958528822117714,0.029676243574281027,5.691202225436298,0.0277465354296431,205.11398,-41.14140846970856,0.053231136169727536,-52.64567463520244,0.06539300088056511,0.00042518676,-0.005548896,-0.07324149,-0.15146266,0.09143973,-0.15151483,-0.20840815,-0.06947996,-0.040659104,-0.04410274,218.0,0.0,217.0,1.0,4.7699637,325.2811,0.19090329245869697,5.210019314261589,16.0,-0.035136472,0.0,15.051947,2.194765,1.1422997,1.0524654,,,b'NOT_AVAILABLE',75.77243816685294,18.563739709404736,2.1074061785884739e+18,174.826364370345,173.976015714414,175.684917047767,,283.7319822411901,45.95875549071146,,, ,0.016873741401710714,0.022593939736890646,0.04623405144068736,2.172171151205492,15.005712588573962,8.838912008900998
61,KIC 9456281,0.70194345,0.021797670145581823,Gaia DR2 2130270832127012096,SO,Gaia DR2 2130270832127012096,287.80496778837374,0.022542957886936905,46.001082740520516,0.025196022067600903,2.554157854178581,0.026784274804035814,95.36035,-3.453629456383876,0.049116838684249445,-21.19508936889364,0.050912852222700075,-0.011997346,-0.22084568,0.011135004,0.01781209,0.170222,-0.06896353,-0.33947054,-0.2969118,-0.1691002,0.07047299,239.0,0.0,239.0,0.0,1.7957002,274.29446,0.0397690011989504,0.1807120224761932,17.0,0.06740725,0.0,15.343671,1.6373158,0.7831125,0.8542032,,,b'NOT_AVAILABLE',76.89798266025517,15.945169691478997,2.130270832127012e+18,387.187146125391,383.182563770884,391.274786934834,,287.80498919473644,46.0011739971533,,, ,0.020169410632568455,0.02700684083700916,0.05526418513323757,1.610308909285061,15.2884066598985,7.404065235720511
62,KIC 9472074,0.55884253,0.01982959240074264,Gaia DR2 2080062389562356864,SO,Gaia DR2 2080062389562356864,294.59655698513524,0.03288121720757269,46.04837045697908,0.04034713416547039,1.1906934063587158,0.0385848653436603,30.85908,-0.24179944066359882,0.06818797563993752,12.025949307729173,0.07358463399209077,-0.38845855,-0.3283715,-0.11206691,0.056233216,0.35810405,-0.06092976,-0.327454,-0.10617664,-0.18271488,-0.29870173,180.0,0.0,180.0,0.0,0.3654125,181.24237,0.0,0.0,14.0,-0.079095185,0.0,15.609697,1.2197342,0.5452442,0.67449,,,b'NOT_AVAILABLE',78.98963240736803,11.690333307037246,2.0800623895623567e+18,820.956913852738,795.546035294823,848.012999496425,,294.5965584851406,46.0483186785862,,, ,0.041503698626228214,0.055573452460519576,0.11372013423586531,1.1641607394340117,15.49597720768308,6.038095518362088
63,KIC 9473078,0.69384332,0.018719060818824875,Gaia DR2 2080070975195117312,SO,Gaia DR2 2080070975195117312,294.97892525332287,0.020936787883840707,46.005674100826376,0.022911214551158725,2.7291110280502093,0.026231923905847502,104.03777,14.3258743571024,0.04712981540001969,5.037580312843804,0.0449231898765205,0.0021235524,-0.17015612,0.057763234,0.09764328,0.25159886,-0.028639128,-0.30686638,-0.37217495,-0.16635545,0.119189486,192.0,138.0,191.0,1.0,2.3877807,235.17903,0.0,2.233020385683591e-15,15.0,0.0037233362,4.0,12.900688,1.0076027,0.4352255,0.5723772,-44.8,1.3221082537581026,b'NOT_AVAILABLE',79.07508443967855,11.434801036913436,2.0800709751951173e+18,362.622963986372,359.179908256525,366.131466832639,-44.8,294.9788364513413,46.005652411248875,-48.45,-41.338482374203686,Petigura,0.022914560062212194,0.030682595923302126,0.06278589457046142,0.9769200957270885,12.837902276816257,5.103411654431925
