,pl_hostname,pl_orbper,pl_orbsmax,gaia_id,source,designation,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,visibility_periods_used,mean_varpi_factor_al,rv_nb_transits,phot_g_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,phot_variable_flag,l,b,source_id,distance,r_lo,r_hi,petigura_radial_velocity,ra_prop,dec_prop,LAMOST_radial_velocity,gaia_rv,rv_source,ext_B_V,ext_bp_rp,ext_G,bp_rp0,G0,M_G0
11,KIC 9825174,0.74092963,0.022495240234726144,Gaia DR2 2127755733639236992,SO,Gaia DR2 2127755733639236992,289.1954229401685,0.033438289814150195,46.651605474437346,0.03869913970631865,0.8446728902640072,0.03919668282200877,21.5496,-5.065471174456151,0.06925328812107845,-11.45650237593247,0.07195229687423112,-0.0067041595,0.009918099,-0.21768613,-0.019312436,0.34310365,-0.08624977,-0.33664116,-0.18618979,-0.06239552,0.039472055,212.0,0.0,211.0,1.0,2.0806901,250.4252,0.1562532855576703,1.9471638749431035,16.0,0.055326473,0.0,15.888722,1.056056,0.45036793,0.6056881,,,b'NOT_AVAILABLE',77.91072866380865,15.31757095027394,2.127755733639237e+18,1146.1044371118,1096.47068473528,1200.34664944447,,289.1954547126696,46.65165480104041,,, ,0.03770957114218893,0.05049311575939098,0.10332422492959768,1.0055629068846519,15.785398194809172,5.592600496604032
12,KIC 10006641,0.44708779,0.013205931880954239,Gaia DR2 2127829847594856832,SO,Gaia DR2 2127829847594856832,289.75641823154075,0.014523650201765204,46.952895244779974,0.015484346601705116,2.4630117563381964,0.01677421806873021,146.83318,-11.312361015437967,0.031326332070368584,-2.3551382131378245,0.030116988679929728,0.021984853,-0.08456042,-0.11633829,-0.023243213,0.27874294,-0.10031263,-0.24856707,-0.2510422,-0.09327853,0.07655844,237.0,8.0,235.0,2.0,-2.479138,180.2533,0.0,0.0,16.0,0.16790941,0.0,14.22465,1.2070675,0.5378504,0.6692171,-23.8,,b'NOT_AVAILABLE',78.35629072644856,15.086564321147428,2.127829847594857e+18,401.310088066992,398.606283959483,404.050160387898,-23.8,289.7564895852631,46.95290538493622,,,Petigura,0.020282493761767755,0.027158259147007025,0.05557403290724365,1.1799092304770165,14.169076350088362,6.207250951198331
13,KIC 10527135,0.32868757,0.011328538247703815,Gaia DR2 2130928786756938112,SO,Gaia DR2 2130928786756938112,288.4168203289247,0.023077033606209364,47.731018718051,0.02493234347633816,1.2255337818173275,0.02557936819546785,47.911026,-7.1961712489702006,0.04866042301744352,-12.445601680126043,0.043713397876029,-0.1366286,-0.16209528,-0.31816566,0.082130075,0.41991764,0.035908736,-0.35109273,-0.025315495,-0.19697738,-0.09493528,238.0,0.0,236.0,2.0,-3.4185765,164.50401,0.0,0.0,15.0,-0.06940556,0.0,15.290553,1.0866003,0.4729929,0.6136074,,,b'NOT_AVAILABLE',78.7268166210516,16.22766282326859,2.1309287867569382e+18,797.453266334933,781.388605997271,814.179814118261,,288.4168663934422,47.73107230327123,,, ,0.027459131565592713,0.03676777716632864,0.07523802048972404,1.0498325264835737,15.215315072466819,5.782027840445963
14,KIC 10585738,0.6364249,0.018666510538776,Gaia DR2 2131541867567734528,SO,Gaia DR2 2131541867567734528,285.1568015284064,0.03012071599397226,47.873251228734816,0.03834260292422729,0.9302259931142788,0.035652424417678824,26.091522,-7.544149859149937,0.06408929036795906,-16.88163809779022,0.07355260921682276,0.10887245,0.19073814,-0.27166155,-0.19352464,0.24177882,-0.24298064,-0.27875057,-0.30028433,-0.1201508,0.13717858,175.0,0.0,173.0,2.0,-1.4194602,142.70222,0.0,0.0,15.0,0.016557407,0.0,15.720859,1.1227894,0.49336338,0.629426,-28.7,,b'NOT_AVAILABLE',78.02144189701197,18.315917152078313,2.1315418675677345e+18,1043.56368858408,1005.84822972964,1084.15905123461,-28.7,285.15684995284323,47.87332391355534,,,Petigura,0.03484523896649245,0.04665777497613339,0.09547595476818932,1.0761316079584369,15.625382619145386,5.628264731799607
15,KIC 11187332,0.30598391,0.022684979298973406,Gaia DR2 2129577727484793088,SO,Gaia DR2 2129577727484793088,290.10065212741426,0.02317987014324641,48.87635189635179,0.022483076685669307,0.952919433541236,0.025963683637441802,36.70201,5.205522555466341,0.05066808712672248,-7.829769803836095,0.04207683208294224,0.037739895,-0.2575541,0.25055015,0.024310704,0.25686708,-0.10925662,-0.30015457,-0.38849235,-0.18610105,0.14072903,219.0,0.0,219.0,0.0,-2.8913746,159.03545,0.0,0.0,15.0,0.08465908,0.0,15.126863,0.9216795,0.3797884,0.5418911,-73.4,,b'NOT_AVAILABLE',80.27945911832254,15.64701031371482,2.129577727484793e+18,1018.97021680752,992.50676197092,1046.85587622616,-73.4,290.1006180493369,48.87638560785566,-73.69,,Petigura,0.035548081809743524,0.047598881543246575,0.09740174415869726,0.8740806152218902,15.029460781781244,5.086054120659291
16,KIC 11453930,0.22924638,0.028271120572841146,Gaia DR2 2129936202634908288,SO,Gaia DR2 2129936202634908288,291.14534119786117,0.01597630020475081,49.36531379841164,0.017315811093161625,1.2331708528247411,0.017329218215786778,71.16137,4.724023475076614,0.033488457740645065,-0.8378014113083223,0.03184056483416998,-0.16876294,0.017624302,-0.25356147,0.11918963,0.26560807,0.059392847,-0.35606968,-0.14814141,0.06613568,-0.059845548,190.0,0.0,188.0,2.0,4.325523,277.97043,0.09041374847980557,2.28274620513595,15.0,0.06555695,0.0,13.074766,0.6618023,0.251997,0.4098053,2.0,,b'NOT_AVAILABLE',81.02996165484019,15.219035161949455,2.1299362026349082e+18,792.445068992268,781.628099747414,803.560088642817,2.0,291.14530996553185,49.36531740560796,2.78,,Petigura,0.029085636691690016,0.03894566753017293,0.07969464453523065,0.6228566243399443,12.995071514522387,3.579920322339662
17,KIC 11550689,0.30160087,0.0071152149092721,Gaia DR2 2132825031998009728,SO,Gaia DR2 2132825031998009728,286.89182949416994,0.017114566522198307,49.582447794468344,0.019343617601361388,3.7483042174937298,0.019373045459126555,193.48038,-6.831235467033278,0.03636499276354042,-30.564339515177245,0.038232547613074166,-0.015594445,0.2857199,-0.027876195,-0.11714558,0.14850222,-0.098774694,-0.13792062,-0.05470073,-0.1335962,-0.07263856,202.0,0.0,202.0,0.0,-0.6604026,183.5433,0.0,0.0,15.0,0.09373673,0.0,14.5882225,1.6862946,0.81292725,0.8733673,,,b'NOT_AVAILABLE',80.12979348246223,17.853380002606094,2.1328250319980099e+18,264.750720798334,263.38950420891,266.125827165676,,286.8918748588644,49.58257939092128,,, ,0.017797526310848587,0.023830887730226256,0.04876522209172513,1.6624636679338363,14.539457281570384,7.474036747803915
18,KIC 1717722,0.97730809,0.017235561762577945,Gaia DR2 2051027792165858304,SO,Gaia DR2 2051027792165858304,290.61785865121726,0.025212495802275473,37.289100186011964,0.0316580572466106,1.659279938858944,0.034851129318442885,47.610508,-14.246097857592902,0.055612457773605,4.020801302441214,0.06655508995328446,-0.012762861,0.17353858,-0.059895534,-0.12373506,0.2697681,-0.114191644,-0.07630689,-0.08195538,-0.23710889,-0.1722831,220.0,0.0,217.0,3.0,-1.9030148,174.59286,0.0,1.3802802276888771e-15,15.0,-0.013082924,0.0,15.65396,1.3381376,0.60312176,0.73501587,,,b'NOT_AVAILABLE',69.65881033538089,10.408561561067337,2.0510277921658583e+18,592.711179085082,580.620392564064,605.306786312423,,290.6179357480236,37.289082874203565,,, ,0.03605854281285769,0.048282388826416445,0.09880040730723008,1.2898552378215329,15.555159820659078,6.789745589066435
19,KIC 3444588,0.92831093,0.019085517638988695,Gaia DR2 2052736123999181824,SO,Gaia DR2 2052736123999181824,291.69247728251435,0.027708244406420526,38.57291052400289,0.034720163455971065,1.95791255754333,0.0361629764598275,54.141354,2.115714145159915,0.06280975342384174,5.421978117045681,0.06687848651548098,0.061270602,0.045007695,0.04124659,-0.04009774,0.30254048,-0.10892286,-0.3544613,-0.19407856,0.021636697,0.06828706,223.0,0.0,222.0,1.0,-0.24091741,211.36389,0.0,0.0,15.0,0.05867313,0.0,15.861248,1.6623316,0.7990017,0.8633299,,,b'NOT_AVAILABLE',71.2109162188406,10.222193240697418,2.0527361239991818e+18,503.567808164261,494.49054800687,512.978358556887,,291.69246563101404,38.57288717937432,,, ,0.032343376578706576,0.04330778123888811,0.08862085182565603,1.6190237998768346,15.772627164531766,7.3509582215640314
20,KIC 4055304,0.57103885,0.01591761934082127,Gaia DR2 2052965337812644352,SO,Gaia DR2 2052965337812644352,291.0499339899215,0.01771780530880808,39.14167404114796,0.022416992785657525,2.303473521071266,0.02284205095332707,100.84355,3.673661497848857,0.03622494746701446,5.643104763076414,0.046178434749696,-0.20000362,-0.054058105,-0.30049148,0.21256918,0.31930864,0.17369214,-0.3940639,-0.062293768,0.11966272,-0.14617717,174.0,0.0,174.0,0.0,-4.711039,95.88437,0.0,0.0,12.0,0.008580039,0.0,14.12821,1.1497507,0.5070772,0.6426735,-14.1,,b'NOT_AVAILABLE',71.50233427555287,10.923460877821169,2.0529653378126444e+18,428.79763670354,424.606588620054,433.07073736051,-14.1,291.04991359615724,39.14164974444512,,,Petigura,0.02899593099216848,0.03882555159851359,0.07944885091854163,1.1109251579351778,14.048761216830481,5.966948152252696
21,KIC 4144576,0.81316598,0.01621431915207066,Gaia DR2 2099735057762220288,SO,Gaia DR2 2099735057762220288,287.94559852868895,0.01568371295309362,39.23052809684243,0.01879264721353372,1.99085140269859,0.019777067362451262,100.66464,-2.539255862557617,0.03339695519174945,-6.434589593730786,0.032650183968301535,-0.22408882,-0.2624031,-0.2077147,0.12593874,0.3330169,0.029922169,-0.34484276,-0.12043684,-0.21070424,-0.10680799,209.0,0.0,208.0,1.0,-3.1495118,145.38803,0.0,0.0,15.0,-0.15285726,0.0,14.134908,1.0870056,0.47481155,0.61219406,-10.5,,b'NOT_AVAILABLE',70.53189878647969,13.136205985819709,2.0997350577622203e+18,495.155649424235,490.317030292129,500.088977385429,-10.5,287.9456126428173,39.23055580132455,-14.38,,Petigura,0.03112577846364486,0.04167741736282046,0.08528463299038692,1.0453281978715545,14.049623089482758,5.66119807655053
22,KIC 4852528,0.986786,0.014367153556016487,Gaia DR2 2076328963475704576,SO,Gaia DR2 2076328963475704576,296.11257590306,0.016787262508343875,39.978745121355075,0.022394920979497173,2.6780149183519466,0.021045896949349593,127.246414,-1.379623132299677,0.03650410591271151,-7.18457374828849,0.045924289322177,-0.01809694,0.21576838,-0.15521197,-0.12585928,0.05659059,-0.11055299,-0.35418066,-0.18864359,-0.063580684,-0.113120876,227.0,0.0,227.0,0.0,-2.0464544,181.02774,0.0,0.0,15.0,0.058573164,0.0,14.755511,1.4733171,0.68465424,0.7886629,-5.9,,b'NOT_AVAILABLE',74.0866875310806,7.852571577412756,2.0763289634757046e+18,369.451407599555,366.579172149942,372.368192807634,-5.9,296.1125836548278,39.97877605493623,,,Petigura,0.03427522745312039,0.0458945295597282,0.09391412322154986,1.4274226167415414,14.661597160652962,6.91772560980985
23,KIC 5040077,0.89638348,0.024180569570098835,Gaia DR2 2073569356783775488,SO,Gaia DR2 2073569356783775488,298.53965146515543,0.01561398803353476,40.18359260378515,0.019345464666684367,1.2347587162460456,0.020050980234355517,61.580967,-0.8831065729549055,0.032680543717839516,-14.215053195551237,0.03715081916781761,0.05436994,0.09515586,-0.070003584,-0.054241896,0.21944098,-0.09126668,-0.28348902,-0.15124428,0.011716098,0.041001607,238.0,0.0,236.0,2.0,-2.8117712,175.12589,0.0,0.0,16.0,0.04104829,0.0,14.59246,0.9622097,0.4014454,0.5607643,15.2,,b'NOT_AVAILABLE',75.19386337418234,6.341523436489975,2.0735693567837755e+18,791.618490314889,779.152974186542,804.4819789668,15.2,298.5396564420707,40.1836538074863,,,Petigura,0.08543891910753226,0.1144027126849857,0.23410263835463843,0.8478069888531002,14.358357040295264,5.099880983657348
24,KIC 5095635,0.75445863,0.03770552350515507,Gaia DR2 2101125974333636992,SO,Gaia DR2 2101125974333636992,290.6846710954307,0.017054270002613687,40.25538676411894,0.018760594319951706,1.1823999282351796,0.021035368965491488,56.210087,-4.508285203847117,0.03703273308032413,-14.859403355516665,0.0368108733459083,0.14053787,0.21880747,-0.120029554,-0.048310123,0.33962998,-0.016039163,-0.20784275,-0.012436134,-0.1516424,0.00438409,213.0,0.0,213.0,0.0,-2.4860644,160.7407,0.0,0.0,15.0,0.00921477,0.0,14.467351,0.9064827,0.37615395,0.53032875,-17.8,,b'NOT_AVAILABLE',72.3973535036368,11.664411945318053,2.101125974333637e+18,825.808165560674,811.598478376644,840.514996117734,-17.8,290.68469652966814,40.255450742102816,,,Petigura,0.04357588159193948,0.058348105451606964,0.11939791556191419,0.8481345910815962,14.347953044215918,4.882954141864872
25,KIC 5175986,0.86838702,0.021726983043215197,Gaia DR2 2101307290671768704,SO,Gaia DR2 2101307290671768704,288.4335976810024,0.028094709903890454,40.38085185628361,0.031790740461138924,1.5166366103279914,0.035329840095827576,42.92792,2.818054628373332,0.05874928905912313,-7.102246849243972,0.06196025160542957,0.0040328256,-0.007964125,-0.045649156,-0.02494881,0.2691315,-0.10441508,-0.1495508,-0.26943603,-0.018297952,0.10034383,234.0,0.0,231.0,3.0,0.2135997,229.8967,0.0,0.0,16.0,0.016153896,0.0,15.904549,1.3780117,0.6317291,0.7462826,,,b'NOT_AVAILABLE',71.7668325930577,13.271421363232,2.1013072906717686e+18,647.424223463596,632.832486674029,662.691968330812,,288.4335817529174,40.3808824354009,,, ,0.03574125913070324,0.047857545976011634,0.09793105001812688,1.3301541575151994,15.806617595001404,6.848603922237237
26,KIC 5340878,0.539917,0.011099735258464477,Gaia DR2 2103579397088495616,SO,Gaia DR2 2103579397088495616,283.587545860333,0.014624856730795522,40.57490181049235,0.014987820218898794,2.1144228426084815,0.01685584785763717,125.4415,-11.441688621850371,0.03167467117156671,-8.623993706629083,0.030518694693713686,-0.06875923,-0.17628844,-0.00762737,0.054781433,0.24081214,0.0043261196,-0.22179629,-0.10521153,-0.062459435,0.062139492,239.0,0.0,239.0,0.0,-4.487027,149.23988,0.0,0.0,17.0,0.07483835,0.0,14.312222,1.0803432,0.46765327,0.61269,-10.9,,b'NOT_AVAILABLE',70.45589963278766,16.73831949390687,2.1035793970884956e+18,466.585897855286,462.917258454521,470.312095566987,-10.9,283.58761071774137,40.57493894155822,,,Petigura,0.029117645928479183,0.03898852789823363,0.07978234984403297,1.0413547185617273,14.232439177255577,5.967563484645755
27,KIC 5513012,0.67933587,0.015706488127173592,Gaia DR2 2103628462794226304,SO,Gaia DR2 2103628462794226304,283.92002364626416,0.015484143263340027,40.74004189952526,0.01735599610540577,1.7282191558575821,0.020462454250181138,84.45806,-2.4084043662043944,0.03302170737174604,-13.026328707456406,0.03162947193257457,-0.13940321,-0.115234174,-0.042535976,0.0005027192,0.3233357,-0.15033083,-0.20864694,-0.41328624,0.023059344,0.046789765,213.0,0.0,212.0,1.0,-2.4956644,159.69835,0.0,0.0,14.0,-0.06204021,0.0,14.12226,0.9606447,0.40444565,0.5561991,-11.6,,b'NOT_AVAILABLE',70.71354134494312,16.565232072801418,2.1036284627942262e+18,569.185069172663,562.581892544885,575.942249422418,-11.6,283.92003733218587,40.74009798510638,,,Petigura,0.03177300625474556,0.0425440553751043,0.08705803713800284,0.918100666609759,14.035202056550961,5.345993551484153
28,KIC 5642620,0.49339463,0.01083651881149402,Gaia DR2 2073761019713191680,SO,Gaia DR2 2073761019713191680,297.5908217795163,0.021186087755670855,40.81497244047058,0.023682875251990535,1.9480868207223008,0.02554453071688972,76.26238,-4.699783620309292,0.04538524982042183,0.17793377942688227,0.04578401836975985,0.07300903,0.07568483,-0.10304242,-0.04245327,0.24255724,-0.08017285,-0.21924956,-0.16790316,-0.033142783,0.058374856,256.0,0.0,256.0,0.0,-1.5830681,216.57053,0.0,0.0,16.0,0.0776018,0.0,15.408711,1.3967409,0.63870335,0.75803757,,,b'NOT_AVAILABLE',75.379176236929,7.2824426735551455,2.0737610197131917e+18,505.943849425998,499.438341034396,512.617962431489,,297.5908485164747,40.81497167436372,,, ,0.06019643125673913,0.08060302145277369,0.16493822164346522,1.3161378919383395,15.243773211767179,6.8881988761459265
29,KIC 5942808,0.62628076,0.01601620924675367,Gaia DR2 2103845032226500352,SO,Gaia DR2 2103845032226500352,285.21667669283033,0.02310393460243878,41.282444913588535,0.028139127715314686,1.3484177095010366,0.028139038441763763,47.919823,-2.0086352092963526,0.05228068713920667,-1.7121650189431072,0.055333457264438266,-0.013535986,-0.1326684,-0.18478912,-0.06770167,0.2366848,-0.10200891,-0.26719826,-0.07384015,-0.04515747,0.1009364,234.0,0.0,233.0,1.0,-0.7180899,212.37051,0.0,0.0,17.0,0.085486084,0.0,15.606994,1.3100109,0.5885515,0.7214594,-66.4,,b'NOT_AVAILABLE',71.62045252230753,15.862994612935376,2.1038450322265004e+18,726.34610308358,711.68487367736,741.612674424273,-66.4,285.21668820138535,41.28245228540957,,,Petigura,0.04372744454562043,0.05855104824658575,0.11981319805499999,1.2514598617875938,15.487180477176933,6.301276574701575
30,KIC 5972334,0.70862545,0.01424159093997051,Gaia DR2 2076692386427776768,SO,Gaia DR2 2076692386427776768,295.28723175634036,0.02123061980950162,41.22200333457403,0.02772332156750892,1.1183162883174835,0.027166013113362746,41.166008,5.351674079110785,0.046481501450142584,10.157100098871645,0.04949265945521402,0.038366392,-0.033519115,-0.18514232,-0.122629546,0.37111428,-0.17278588,-0.32884896,-0.118903026,-0.1849626,-0.050177407,200.0,0.0,199.0,1.0,-3.6513648,130.08722,0.0,0.0,15.0,0.0016775025,0.0,15.0646715,1.0314198,0.40919876,0.622221,-62.8,,b'NOT_AVAILABLE',74.88507172838223,8.999143970180423,2.0766923864277768e+18,872.34346567702,851.987341353644,893.677720819983,-62.8,295.2872011220916,41.22195960261122,,,Petigura,0.062372455130684235,0.08351671741998619,0.17090052705807482,0.9479030366083341,14.893770989360382,5.361233001159501
31,KIC 6129524,0.88183821,0.019261305301453063,Gaia DR2 2077413734773457536,SO,Gaia DR2 2077413734773457536,293.6704404213773,0.03722953489373392,41.41021053843821,0.05041176411877536,1.0033123583379535,0.046045743666049084,21.78947,-1.5605135190119148,0.08271329535773024,-10.173389683388788,0.0984346250509229,0.0743835,0.006408117,-0.23685063,-0.11723903,0.218903,-0.11709343,-0.34211996,-0.00502879,-0.07454349,-0.03148952,185.0,0.0,183.0,2.0,3.184578,244.27689,0.21043469313463403,3.193343914045634,16.0,0.020312512,0.0,15.852623,1.1491985,0.49451065,0.6546879,,,b'NOT_AVAILABLE',74.47827929522533,10.160651248859356,2.0774137347734574e+18,971.324821683665,929.384928135176,1017.15225071606,,293.67044937996803,41.41025434053232,,, ,0.05213868280668476,0.06981369627815089,0.14285999089031626,1.0793848358263414,15.709762994949527,5.915800550641732
32,KIC 6265792,0.93512027,0.0231653725670308,Gaia DR2 2103743018162573952,SO,Gaia DR2 2103743018162573952,284.04227006686,0.013186096125683349,41.6990348274425,0.016798718559292786,1.2988631036431226,0.01878222412908247,69.15385,-7.207094647846905,0.027956173779338667,-19.944097679013343,0.028419012404962408,-0.0040466194,-0.075686514,-0.039742045,-0.04950697,0.5022067,-0.2445972,-0.2513655,-0.37989452,-0.100815654,0.12699209,212.0,0.0,210.0,2.0,-4.518826,125.95638,0.0,7.018240897946197e-16,14.0,0.019803135,0.0,13.574205,0.8721304,0.35917187,0.5129585,6.8,,b'NOT_AVAILABLE',71.6792078939914,16.834707007037565,2.1037430181625738e+18,753.260221245036,742.671223010589,764.149947741455,6.8,284.04231162664473,41.699120697855584,,,Petigura,0.04881813001264952,0.06536747608693771,0.1337616762346597,0.8067629178949959,13.440443722324911,4.189480231182415
33,KIC 6294819,0.675652,0.012009366654708675,Gaia DR2 2077479121354236160,SO,Gaia DR2 2077479121354236160,294.7669795325301,0.03611426375560474,41.644643379310324,0.04251893674589263,0.5860217357096961,0.04713133812809501,12.433803,0.08044360227878788,0.07052670526472594,-3.85742364895499,0.08146250778084965,0.18500522,0.2602,-0.16077009,-0.22361694,0.25098842,-0.2332434,-0.3038466,-0.37565142,-0.19555916,0.08554229,177.0,0.0,176.0,1.0,1.4434687,198.37064,0.07086552923042408,0.33840582027844673,13.0,0.15591764,0.0,15.872868,0.9821663,0.41718864,0.56497765,,,b'NOT_AVAILABLE',75.07596271305896,9.542526891419202,2.0774791213542362e+18,1635.82497374639,1515.96056530733,1775.80855556294,,294.76697906904354,41.64465998766214,,, ,0.1005654121103313,0.13465708681573363,0.2755492291823078,0.8475092034674695,15.597318355046207,4.804183413354302
34,KIC 6310636,0.92103467,0.010258000684230327,Gaia DR2 2075389018477664384,SO,Gaia DR2 2075389018477664384,298.48110221391005,0.01634852071851463,41.61526030563427,0.018842895933589576,0.7343551662314901,0.01990405771153645,36.894745,-3.184536513682738,0.03665007654053641,-17.8994483730047,0.0442193639897785,0.106494196,0.082367875,-0.09877554,-0.047428086,0.19781615,-0.066370726,-0.1581588,-0.035593756,0.09680112,0.15819065,217.0,0.0,217.0,0.0,-3.791119,142.61333,0.0,0.0,15.0,0.038977355,0.0,14.5037565,0.99620914,0.41874886,0.5774603,-27.0,,b'NOT_AVAILABLE',76.415337766891,7.103165403251376,2.0753890184776643e+18,1311.2258132807,1277.60826305666,1346.62646293959,-27.0,298.4811205536985,41.6153373727022,,,Petigura,0.21414154884568282,0.2867355339043693,0.5867478438371709,0.7094736106879158,13.917008679295153,3.9153700251574097
35,KIC 6362874,0.97486662,0.01771688512408753,Gaia DR2 2101711155037463040,SO,Gaia DR2 2101711155037463040,291.4332780694074,0.010714850208302226,41.7033162343024,0.012557566530756164,2.479418654683905,0.013311514682552964,186.2612,-4.867161396677016,0.022739246474956034,-25.488683647595607,0.02393506960512928,-0.006430457,-0.029856062,-0.08257466,-0.033825144,0.33531898,-0.0990864,-0.21866381,-0.184145,-0.016048493,0.04200995,256.0,0.0,256.0,0.0,-6.7284336,127.98816,0.0,0.0,16.0,0.029355265,0.0,13.467326,0.98873806,0.41991234,0.5688257,-2.7,,b'NOT_AVAILABLE',73.97974749864103,11.788140779281418,2.101711155037463e+18,398.676078808271,396.555536080468,400.819014153293,-2.7,291.4333061378223,41.70342597724246,,,Petigura,0.025603387665883277,0.03428293608461771,0.07015328220452019,0.9544551239129409,13.397172882041085,5.464226227458912
36,KIC 6607286,0.78327657,0.01714813297807186,Gaia DR2 2101697548581701248,SO,Gaia DR2 2101697548581701248,292.17859645250144,0.023706823475694395,42.005838659373566,0.028919362149718558,0.9692432376105832,0.03249175226324839,29.830439,-2.459315124981927,0.0501007051351448,-15.495636745314968,0.048354929527161854,0.10576261,0.21074836,-0.11824012,-0.16276531,0.5443004,-0.19508834,-0.33373195,-0.20592178,-0.35842696,-0.019580498,185.0,0.0,184.0,1.0,0.47570542,187.46411,0.0,0.0,13.0,-0.08198576,0.0,14.952522,0.8920555,0.3686695,0.523386,-16.9,,b'NOT_AVAILABLE',74.50685689099386,11.423310179194885,2.101697548581701e+18,1003.01211763694,971.102800631043,1037.0483271929,-16.9,292.1786107023493,42.00590537669756,,,Petigura,0.04535289538807974,0.06072752692463877,0.1242669333633385,0.8313279845499706,14.828255344468692,4.945991378477363
37,KIC 6607644,0.9719065,0.016778885877551466,Gaia DR2 2125705488052032640,SO,Gaia DR2 2125705488052032640,292.28665647695647,0.0197116686685927,42.07259478447612,0.02393930486419295,1.598049030295444,0.024993287227624113,63.93913,9.066213312587466,0.04148600649680727,36.069323326182655,0.05060303212692248,-0.15252542,0.14136654,-0.062639646,-0.16601452,0.2013457,-0.14377359,-0.22071263,-0.15309507,-0.32191673,-0.24655488,166.0,0.0,166.0,0.0,-1.2060932,139.70534,0.0,0.0,14.0,-0.15622576,0.0,14.488042,1.0654631,0.45945644,0.6060066,-85.9,,b'NOT_AVAILABLE',74.60425045235948,11.381091467298335,2.1257054880520325e+18,614.827241415506,605.450143176603,624.493992914438,-85.9,292.28660389016216,42.07243948598867,,,Petigura,0.03319050085290467,0.04444208064203935,0.0909419723369588,1.0210209854590349,14.397099905409624,5.5442754154384986
38,KIC 6666233,0.51240853,0.008463850414951127,Gaia DR2 2104748521545492864,SO,Gaia DR2 2104748521545492864,282.28438197331434,0.014241992614866956,42.15421452521137,0.017210947980782914,3.839437201532547,0.0170332461235764,225.40843,3.2997326121159873,0.031196850691606166,6.081027540695353,0.033316542996401084,0.010416622,-0.025803056,-0.1221318,-0.081699245,0.1839245,-0.12817648,-0.30194718,-0.18027097,-0.14713113,0.059950337,273.0,0.0,272.0,1.0,-1.9978294,222.85153,0.0,0.0,17.0,0.1018917,0.0,14.765627,1.8105583,0.8890829,0.9214754,-51.43,,b'NOT_AVAILABLE',71.63224869004861,18.218765779100956,2.104748521545493e+18,258.510874659441,257.368998698649,259.662746300757,,282.28436280915975,42.15418834300788,-51.43,,LAMOST,0.021529081497318855,0.028827440124909946,0.05898968330265367,1.7817308789668869,14.706637224045979,7.703232821934796
39,KIC 6697756,0.9161436,0.017105813725997104,Gaia DR2 2077728538692850816,SO,Gaia DR2 2077728538692850816,293.6084289025083,0.013652985403490187,42.197874633062774,0.016679889747648263,4.902513443899626,0.016773880555756755,292.2707,-48.27720670297004,0.029634632945195315,37.33250431897963,0.03182754408186091,0.07987504,-0.03254077,-0.17321633,-0.10887144,0.2574077,-0.14956942,-0.32061455,-0.15551046,0.06112337,0.08937448,230.0,0.0,229.0,1.0,-3.4745367,157.68445,0.0,0.0,16.0,0.015265648,0.0,14.086642,1.5238285,0.7139387,0.8098898,,,b'NOT_AVAILABLE',75.16840877332353,10.562749069829067,2.0777285386928507e+18,202.78186182176,202.089260939806,203.479141439757,,293.6087094794334,42.19771389554954,,, ,0.022119692902198774,0.029618268796044157,0.060607958552024645,1.4942102376736823,14.0260343067678,7.551497688148469
40,KIC 6755944,0.69297791,0.021962296686619885,Gaia DR2 2104890633423618048,SO,Gaia DR2 2104890633423618048,283.76403958580505,0.010485592105306358,42.22209915199624,0.012641188714227605,1.4532905739763302,0.013029564289378646,111.537926,-3.530108246210581,0.0221161179797949,-8.711269303977403,0.02278510036597644,-0.02711147,-0.1319582,-0.12098113,-0.047628853,0.33050248,-0.14869834,-0.32677093,-0.2288819,-0.1616891,0.07076409,261.0,0.0,259.0,2.0,-3.4079852,184.13214,0.0,0.0,17.0,0.08548069,0.0,13.408451,0.8382368,0.34231663,0.49592018,4.6,,b'NOT_AVAILABLE',72.10912266810872,17.218662406924597,2.104890633423618e+18,674.695272572996,668.770979316863,680.723553934755,4.6,283.76406010998227,42.22213665884835,-2.04,,Petigura,0.03757844744119954,0.050317541123766185,0.10296494598888675,0.7879192676530893,13.305486134333378,4.262912744475793
