kepid,kepler_name,koi_disposition,koi_score,koi_period,koi_sma,ra,dec,koi_kepmag
11246161,,CANDIDATE,0.9970,0.5374094,0.013,292.874180,48.936569,14.832
11304987,,FALSE POSITIVE,0.0000,0.692693892,0.0156,295.565250,49.073139,15.417
11358392,,FALSE POSITIVE,0.0000,0.984971822,0.0205,295.627720,49.178242,13.548
11401182,Kepler-845 b,CONFIRMED,1.0000,0.927859786,0.017,290.957550,49.203812,14.631
11444952,,FALSE POSITIVE,0.0000,0.678349364,0.0147,285.816620,49.352699,14.261
11453930,,FALSE POSITIVE,,0.687739345,0.0168,291.145320,49.365318,13.127
11456279,,FALSE POSITIVE,,0.572937573,0.0156,292.441350,49.316414,11.825
11456382,,FALSE POSITIVE,0.0000,0.814280672,0.0185,292.498020,49.329006,11.751
11456405,,FALSE POSITIVE,0.0000,0.814278961,0.017,292.505770,49.331959,15.367
11466960,,FALSE POSITIVE,0.0000,0.695954898,0.0168,297.139890,49.381618,13.496
11501774,,FALSE POSITIVE,,0.691823991,0.0145,288.876370,49.490528,15.247
11547505,Kepler-922 b,CONFIRMED,1.0000,0.938466959,0.0182,284.731450,49.533192,13.757
11560382,,FALSE POSITIVE,0.0000,0.527679032,0.0126,292.538640,49.538761,15.356
11560397,,FALSE POSITIVE,0.0000,0.527673051,0.0143,292.546630,49.543373,13.699
11560431,,FALSE POSITIVE,0.0000,0.527673075,0.012,292.565830,49.535721,9.694
11560447,,FALSE POSITIVE,0.0000,0.527678272,0.0125,292.575960,49.525700,10.834
11564013,,FALSE POSITIVE,0.0000,0.875267982,0.0162,294.319120,49.532131,15.207
11568224,,FALSE POSITIVE,0.0000,0.882131829,0.0175,296.111820,49.561951,15.039
11600889,Kepler-407 b,CONFIRMED,1.0000,0.669310092,0.0149,286.036350,49.614510,12.521
11601597,,FALSE POSITIVE,0.0000,0.590281548,0.0137,286.478490,49.641140,12.174
11667548,,FALSE POSITIVE,0.0000,0.831741499,0.0185,294.756320,49.792091,15.610
11670599,,FALSE POSITIVE,0.0000,0.847588864,0.0182,296.124570,49.726669,14.263
11709006,,FALSE POSITIVE,1.0000,0.719741,0.0162,289.735600,49.859787,8.777
11709022,,FALSE POSITIVE,0.0000,0.71957289,,289.737610,49.858589,12.902
11709423,,FALSE POSITIVE,0.0000,0.768934934,0.015,289.924530,49.882469,15.503
11752632,Kepler-1258 b,CONFIRMED,1.0000,0.984941669,0.0201,285.404940,49.994740,13.835
11763910,,FALSE POSITIVE,0.0000,0.612888148,0.0154,292.292390,49.955441,13.725
11774303,,FALSE POSITIVE,0.0000,0.614083885,0.0156,297.019650,49.997379,15.177
11774383,,FALSE POSITIVE,0.0000,0.520227316,0.0127,297.044310,49.970200,19.174
11774387,,FALSE POSITIVE,0.0000,0.520222869,0.0125,297.046510,49.970390,15.632
11825057,,FALSE POSITIVE,0.0000,0.532087933,0.0129,296.969570,50.067093,18.852
11870545,,CANDIDATE,1.0000,0.839961456,0.016,295.084230,50.114609,15.929
11873166,,FALSE POSITIVE,0.0000,0.734426335,0.0163,296.193510,50.129219,13.470
11873171,,FALSE POSITIVE,0.0000,0.734426409,0.0162,296.196930,50.136120,15.588
11904151,Kepler-10 b,CONFIRMED,0.0000,0.837491225,0.0167,285.679380,50.241299,10.961
11904704,,CANDIDATE,0.9990,0.565713361,0.0127,286.038390,50.294441,14.722
11918482,,FALSE POSITIVE,,0.94754848,0.0106,294.019170,50.216606,13.497
11966253,,FALSE POSITIVE,0.0000,0.643468999,0.0132,293.319520,50.364262,14.658
11968463,,FALSE POSITIVE,0.0000,0.646745436,0.0154,294.338470,50.336540,15.212
11968490,,FALSE POSITIVE,0.0000,0.539445498,0.0136,294.350160,50.351460,13.698
11969092,,FALSE POSITIVE,0.0000,0.638437699,0.0141,294.639890,50.334190,15.230
11972872,,FALSE POSITIVE,0.0000,0.531106622,0.0116,296.346220,50.390789,15.169
11973517,,CANDIDATE,,0.903763067,0.0158,296.597990,50.356651,15.697
12021811,,FALSE POSITIVE,0.0000,0.739404894,0.0136,296.090580,50.408772,15.962
12023078,,FALSE POSITIVE,0.0000,0.623441939,0.0156,296.587340,50.490761,12.650
12023089,,FALSE POSITIVE,,0.623441636,0.0123,296.591490,50.490028,15.626
12069414,,FALSE POSITIVE,0.0010,0.589458602,0.0124,295.450590,50.542110,15.314
12108293,,FALSE POSITIVE,0.0000,0.705455349,0.0145,289.940190,50.652771,14.837
12108312,,FALSE POSITIVE,0.0000,0.70544824,0.015,289.950780,50.657249,14.351
12108364,,FALSE POSITIVE,0.0000,0.70544189,0.0155,289.977910,50.668259,15.826
12109845,,FALSE POSITIVE,0.0000,0.865959015,0.014,290.919160,50.696388,16.440
12115188,,FALSE POSITIVE,0.0000,0.495434094,0.012,293.972780,50.645142,14.672
12157983,,FALSE POSITIVE,0.0000,0.577844035,0.0131,290.659520,50.711342,13.766
12170648,,FALSE POSITIVE,0.0000,0.299697755,0.0081,296.963810,50.745380,14.828
12208631,,CANDIDATE,1.0000,0.912351255,0.0179,291.550510,50.825611,15.114
12216706,,FALSE POSITIVE,,0.73553763,,295.743770,50.830921,15.009
12255382,,FALSE POSITIVE,0.0000,0.499664962,0.0122,289.746730,50.993710,10.437
12265786,,CANDIDATE,0.9960,0.597018404,0.0122,295.414790,50.979012,15.509
12304202,,FALSE POSITIVE,,0.66573903,,289.523190,51.069191,13.362
12307496,,CANDIDATE,1.0000,0.805941833,0.0147,291.554470,51.043201,14.169
12353633,,FALSE POSITIVE,0.0000,0.684496369,0.0158,289.524900,51.172005,13.181
12356746,,FALSE POSITIVE,0.0000,0.502454299,0.0121,291.276920,51.135712,13.532
12365015,,FALSE POSITIVE,0.0000,0.59586463,,295.338470,51.105068,14.343
12366084,,CANDIDATE,0.8660,0.589376952,0.0138,295.816160,51.121738,15.367
12403968,,FALSE POSITIVE,0.0000,0.589753355,0.0125,289.337590,51.209030,15.832
12405333,Kepler-1409 b,CONFIRMED,0.9860,0.764863517,0.0152,290.084780,51.208599,15.168
12418816,,FALSE POSITIVE,0.0000,0.760935268,0.0132,296.441930,51.224319,12.402
12418891,,FALSE POSITIVE,0.0000,0.760941405,0.0162,296.471040,51.215221,15.855
12419303,,FALSE POSITIVE,0.0000,0.608074963,0.0145,296.636600,51.221340,15.326
12453855,,FALSE POSITIVE,0.0000,0.559643825,0.0119,287.710390,51.317638,15.360
12459808,,FALSE POSITIVE,0.0000,0.502446098,0.0127,291.097530,51.310925,12.540
12509829,,CANDIDATE,0.0000,0.888478095,0.0174,291.061680,51.404781,15.850
12557548,Kepler-1520 b,CONFIRMED,0.7610,0.65355361,0.0129,290.966220,51.504719,15.692
12736658,,FALSE POSITIVE,0.0000,0.855294909,0.0176,290.269560,51.916302,13.683
12833566,,FALSE POSITIVE,,0.537839241,0.0149,289.467650,52.198090,10.923
