kepid,kepler_name,koi_disposition,koi_score,koi_period,koi_sma,ra,dec,koi_kepmag
5962509,,FALSE POSITIVE,0.0000,0.790049989,0.0156,292.538090,41.206612,15.530
5962514,,FALSE POSITIVE,0.0000,0.790046373,0.0186,292.539860,41.211590,14.838
5972334,,CANDIDATE,0.9980,0.708621057,0.0149,295.287230,41.221958,14.991
5980061,,FALSE POSITIVE,0.0000,0.630539713,0.0138,297.043880,41.284012,15.476
5980208,Kepler-1331 b,CONFIRMED,1.0000,0.789160884,0.0142,297.073790,41.224480,15.031
5980800,,FALSE POSITIVE,,0.828326025,0.0163,297.203520,41.228909,15.044
5991070,,FALSE POSITIVE,0.4240,0.94102954,0.0204,299.372680,41.236671,13.134
5992210,,FALSE POSITIVE,0.0120,0.641069613,0.0143,299.608250,41.268341,14.098
6028860,,FALSE POSITIVE,0.0000,0.422015793,0.0104,286.920560,41.371151,14.403
6041511,,FALSE POSITIVE,0.0000,0.97705114,0.0216,291.531250,41.389069,13.566
6042031,,FALSE POSITIVE,0.0000,0.537110149,0.0141,291.690670,41.332878,13.078
6044553,,FALSE POSITIVE,0.0000,0.532086296,0.0118,292.487030,41.311119,15.397
6045250,,FALSE POSITIVE,0.0000,0.909310626,0.0192,292.694890,41.336418,14.971
6046311,,FALSE POSITIVE,0.0000,0.957476003,0.019,293.021330,41.355999,13.483
6047498,,FALSE POSITIVE,0.0000,0.51872711,0.0119,293.385560,41.349819,15.348
6048255,,FALSE POSITIVE,0.0000,0.57627248,,293.606480,41.306278,13.865
6057684,,FALSE POSITIVE,0.0000,0.54028956,0.0134,296.087800,41.316841,14.568
6058875,,FALSE POSITIVE,0.0000,0.56493412,0.011,296.370360,41.390469,15.839
6058896,,FALSE POSITIVE,0.0000,0.56493398,0.0121,296.373660,41.391830,14.784
6066107,,FALSE POSITIVE,,0.82883944,,298.064540,41.308311,11.597
6068947,,FALSE POSITIVE,,0.573036404,0.0136,298.742980,41.386292,13.302
6103049,,FALSE POSITIVE,0.0000,0.643171495,0.0139,283.768220,41.441120,15.147
6114140,,CANDIDATE,0.0000,0.933745798,0.0195,288.770900,41.412571,15.485
6115516,,FALSE POSITIVE,0.0000,0.865759153,0.0185,289.250120,41.484871,15.232
6126076,,FALSE POSITIVE,0.0000,0.909314811,0.019,292.614260,41.437229,12.730
6129524,Kepler-1379 b,CONFIRMED,1.0000,0.88184263,0.0171,293.670470,41.410252,15.919
6129694,,FALSE POSITIVE,0.0000,0.936751792,0.0239,293.718110,41.430939,13.205
6152521,,FALSE POSITIVE,0.0000,0.94895231,0.0221,299.121610,41.424450,12.669
6153201,,FALSE POSITIVE,,0.530300102,0.0133,299.260380,41.420231,15.435
6183511,,CANDIDATE,0.9580,0.727331746,0.0115,283.401950,41.516331,15.527
6185496,,FALSE POSITIVE,0.0000,0.47462889,0.0109,284.362030,41.577549,15.692
6187341,,FALSE POSITIVE,1.0000,0.492291661,0.0108,285.256160,41.595589,15.986
6187888,,FALSE POSITIVE,0.0000,0.789171236,0.0154,285.516880,41.534321,15.352
6199702,,FALSE POSITIVE,0.0000,0.805259637,0.0174,290.126040,41.599430,14.633
6199716,,FALSE POSITIVE,0.0000,0.805267592,0.0179,290.130070,41.599800,15.881
6207053,,FALSE POSITIVE,0.0000,0.604755462,0.013,292.501500,41.549061,15.553
6209637,,FALSE POSITIVE,,0.73452496,,293.287990,41.560455,13.220
6233573,,FALSE POSITIVE,0.0000,0.587470828,0.0147,299.064910,41.508301,13.744
6265792,Kepler-1338 b,CONFIRMED,0.9750,0.935115863,0.0193,284.042330,41.699139,13.615
6279974,,FALSE POSITIVE,0.0000,0.805259257,0.0183,290.126530,41.601082,13.742
6283224,,FALSE POSITIVE,0.0000,0.76647343,0.0149,291.191500,41.667210,15.572
6294819,Kepler-1368 b,CONFIRMED,0.9980,0.675650404,0.0153,294.766970,41.644680,15.892
6310636,Kepler-929 b,CONFIRMED,1.0000,0.921030497,0.0192,298.481110,41.615341,14.542
6311520,,FALSE POSITIVE,0.0000,0.941840589,0.0189,298.677310,41.640282,13.956
6311681,,FALSE POSITIVE,0.0000,0.844786082,0.0167,298.711520,41.635792,15.363
6362874,Kepler-775 b,CONFIRMED,1.0000,0.974868896,0.0187,291.433290,41.703442,13.507
6363560,,FALSE POSITIVE,0.0000,0.907818056,0.0188,291.653500,41.741772,13.532
6365321,,FALSE POSITIVE,0.0010,0.848483947,0.0177,292.236790,41.739300,15.323
6387887,,FALSE POSITIVE,0.0000,0.650701055,0.0217,298.185360,41.733952,17.037
6390236,,FALSE POSITIVE,0.0000,0.89879279,0.0184,298.672330,41.776218,11.203
6390824,,FALSE POSITIVE,0.0000,0.973547911,0.0189,298.794980,41.759769,15.460
6423922,,CANDIDATE,0.4130,0.9951412,0.0091,284.239900,41.819042,15.673
6432059,,FALSE POSITIVE,,0.76973817,,288.039890,41.818359,14.840
6442602,,FALSE POSITIVE,0.1130,0.56678228,0.0121,291.721980,41.842468,15.530
6443392,,FALSE POSITIVE,0.0000,0.776976021,0.0168,291.992980,41.884125,12.723
6452742,,FALSE POSITIVE,0.6100,0.687772143,0.0143,294.883510,41.800461,14.726
6461850,,FALSE POSITIVE,0.0000,0.544962596,0.0116,297.101530,41.876862,15.966
6464285,,FALSE POSITIVE,0.0000,0.843651274,0.0153,297.670960,41.875980,13.826
6468337,,FALSE POSITIVE,0.0000,0.959853772,0.0194,298.557860,41.825630,11.787
6469946,,FALSE POSITIVE,0.0000,0.715802309,0.0147,298.906800,41.835629,15.579
6516874,,FALSE POSITIVE,0.0000,0.916326699,0.0188,290.096950,41.970680,15.896
6519865,,FALSE POSITIVE,0.0000,0.566813677,0.0136,291.011380,41.906979,15.644
6522353,,FALSE POSITIVE,0.0010,0.845097627,0.0167,291.798650,41.963551,15.685
6525946,,CANDIDATE,0.9940,0.496069986,0.0112,292.954160,41.934799,15.357
6527016,,FALSE POSITIVE,0.0000,0.542636318,0.0125,293.272130,41.951420,14.458
6527050,,FALSE POSITIVE,,0.87985197,,293.282900,41.969261,15.867
6531485,,FALSE POSITIVE,0.0000,0.676990194,0.0146,294.587890,41.914261,15.553
6531496,,FALSE POSITIVE,0.0000,0.512869432,0.0125,294.590520,41.946510,16.095
6531801,,FALSE POSITIVE,,0.515875396,0.0138,294.677250,41.904640,13.591
6584167,,FALSE POSITIVE,0.0000,0.733724504,0.0154,283.725070,42.027374,13.436
6590362,,FALSE POSITIVE,0.0000,0.592618966,0.0137,286.451260,42.012489,14.973
6592335,,CANDIDATE,,0.824000125,0.0113,287.262150,42.032310,15.896
6592832,,FALSE POSITIVE,0.0190,0.924821319,0.0185,287.473690,42.003750,15.293
6593734,,FALSE POSITIVE,0.0000,0.58675746,0.0139,287.828770,42.061642,15.509
6606669,,FALSE POSITIVE,0.0000,0.970085646,0.0241,291.993160,42.049259,12.026
6607286,,CANDIDATE,1.0000,0.783276173,0.0165,292.178590,42.005909,15.005
6607644,Kepler-1559 b,CONFIRMED,0.9870,0.971915957,0.018,292.286590,42.072460,14.500
6610064,,FALSE POSITIVE,0.0000,0.584148495,0.013,292.978670,42.056492,13.949
6610433,,FALSE POSITIVE,0.0000,0.92098747,,293.087490,42.024651,10.206
6614629,,FALSE POSITIVE,0.0000,0.526615152,0.0133,294.253390,42.062382,12.428
6628740,,FALSE POSITIVE,0.0000,0.532854237,0.0133,297.580780,42.061459,13.644
6629156,,FALSE POSITIVE,0.0000,0.71538172,,297.669740,42.088860,14.670
6630943,,FALSE POSITIVE,0.0000,0.690405794,0.0138,298.031040,42.052479,14.606
6665064,,FALSE POSITIVE,0.0000,0.698359996,0.0156,281.649990,42.132061,15.183
6666233,,FALSE POSITIVE,0.0000,0.512407185,0.0104,282.284390,42.154190,14.780
6670075,,FALSE POSITIVE,0.0000,0.759706632,0.0206,284.032930,42.168709,12.438
6674908,,FALSE POSITIVE,0.0000,0.503199724,0.0106,286.176700,42.196529,14.155
6679504,,FALSE POSITIVE,0.0200,0.798467681,0.015,288.009830,42.149960,15.890
6690836,Kepler-1317 b,CONFIRMED,1.0000,0.568874717,0.0128,291.611880,42.115971,15.230
6697716,,FALSE POSITIVE,0.0000,0.721624431,0.0139,293.594670,42.143082,14.424
6697756,Kepler-1351 b,CONFIRMED,0.9920,0.916142298,0.0156,293.608730,42.197681,14.107
6750902,,FALSE POSITIVE,1.0000,0.469334634,0.0115,281.243070,42.254929,14.670
6755944,Kepler-1547 b,CONFIRMED,1.0000,0.692978457,0.0165,283.764070,42.222172,13.447
6774408,,FALSE POSITIVE,,0.85450941,0.0169,290.873410,42.277828,12.812
6778008,,FALSE POSITIVE,0.0000,0.945829261,0.0185,292.013790,42.288750,15.263
6778019,,FALSE POSITIVE,0.0000,0.945825494,0.0199,292.015810,42.286572,14.762
6783732,,FALSE POSITIVE,0.0000,0.721335207,0.0158,293.668030,42.223511,13.982
6792124,,FALSE POSITIVE,0.0000,0.52880817,0.0141,295.784820,42.285679,13.274
6804648,,FALSE POSITIVE,0.0000,0.700606479,0.0171,298.482570,42.240379,12.609
6806695,,FALSE POSITIVE,0.0000,0.855922327,0.0159,298.901610,42.212799,14.663
6867588,,CANDIDATE,1.0000,0.82628442,0.0166,293.137050,42.350479,14.434
6877871,,FALSE POSITIVE,,0.536869783,0.0137,295.807250,42.372341,14.801
6878167,,FALSE POSITIVE,0.0000,0.833980196,0.017,295.876340,42.364819,14.657
6929016,,FALSE POSITIVE,0.0000,0.733726452,0.0152,284.503910,42.463860,15.770
6934291,Kepler-828 b,CONFIRMED,1.0000,0.567856484,0.0125,286.887270,42.471260,15.055
6953219,,FALSE POSITIVE,,0.566802325,0.0123,293.249020,42.446621,14.905
6953281,,FALSE POSITIVE,0.0000,0.566799395,0.0139,293.267270,42.428070,15.557
6956014,,FALSE POSITIVE,0.0000,0.925589891,0.0181,294.031800,42.468845,10.795
6962018,,FALSE POSITIVE,0.0000,0.634946497,0.013,295.543730,42.428429,14.791
6962901,,FALSE POSITIVE,0.0000,0.977170246,0.0231,295.747590,42.401630,12.439
6964929,Kepler-1340 b,CONFIRMED,0.9410,0.665025941,0.0153,296.232820,42.472790,14.758
6974658,,CANDIDATE,0.9990,0.716531851,0.0149,298.298190,42.434368,13.458
6974867,,FALSE POSITIVE,0.0000,0.887691177,0.02,298.337220,42.432911,12.386
7008149,,FALSE POSITIVE,,0.51554111,,281.559360,42.520489,15.786
7008149,,FALSE POSITIVE,0.0010,0.515552803,0.0112,281.559360,42.520489,15.786
7031066,,FALSE POSITIVE,0.0000,0.566805514,0.0127,290.962890,42.570709,14.943
7031126,,FALSE POSITIVE,0.0000,0.566802672,0.0127,290.985840,42.595551,13.945
7031132,,FALSE POSITIVE,0.0000,0.566795196,0.0134,290.987670,42.531670,12.818
7031208,,FALSE POSITIVE,0.0000,0.566796331,0.0138,291.011600,42.553822,15.322
7031340,,FALSE POSITIVE,0.0000,0.566769068,0.0127,291.057100,42.583359,14.447
7031430,,FALSE POSITIVE,0.0000,0.566796775,0.0096,291.089290,42.590969,15.510
7031726,,FALSE POSITIVE,0.0000,0.566793534,0.0146,291.186860,42.591022,11.476
7031732,,FALSE POSITIVE,0.0000,0.566798827,0.0127,291.188630,42.590710,13.656
7031742,,FALSE POSITIVE,0.0000,0.566785459,0.0139,291.193050,42.556541,15.329
7031767,,FALSE POSITIVE,0.0000,0.56678012,0.0133,291.203430,42.526718,14.311
7031898,,FALSE POSITIVE,0.0000,0.566792595,0.0132,291.246640,42.562382,12.982
7031942,,FALSE POSITIVE,0.0000,0.566795467,0.0129,291.257780,42.580139,13.867
7031948,,FALSE POSITIVE,0.0000,0.566800113,0.0109,291.260160,42.584019,15.765
7031992,,FALSE POSITIVE,0.0000,0.56679293,0.0132,291.276060,42.593521,15.787
7032001,,FALSE POSITIVE,0.0000,0.566810643,0.0126,291.278590,42.537380,14.844
7032117,,FALSE POSITIVE,0.0000,0.566809491,0.0115,291.319400,42.549500,14.873
7032174,,FALSE POSITIVE,,0.566799218,0.0128,291.336700,42.534420,11.983
7032383,,FALSE POSITIVE,0.0000,0.566797404,0.0121,291.406520,42.582218,15.354
7032421,,FALSE POSITIVE,,0.56683399,,291.418330,42.579819,14.792
7032568,,FALSE POSITIVE,0.0000,0.566792936,0.0133,291.460330,42.581261,13.831
7032687,,FALSE POSITIVE,0.0000,0.5668004,0.0133,291.494870,42.533310,15.770
7032968,,FALSE POSITIVE,,0.56678702,0.0128,291.586240,42.509930,11.786
7037540,,FALSE POSITIVE,,0.858285844,0.0179,293.020360,42.508835,14.808
7038096,,FALSE POSITIVE,0.0000,0.566803149,0.0142,293.184080,42.528019,14.650
7045435,,FALSE POSITIVE,0.0000,0.93479255,0.0178,295.189760,42.523319,14.198
7050754,,FALSE POSITIVE,,0.615787196,0.0158,296.414830,42.587559,13.921
7051984,,CANDIDATE,0.0000,0.339069751,0.0102,296.701900,42.508652,12.771
7052511,,FALSE POSITIVE,,0.821472455,0.016,296.820280,42.514198,15.758
7102227,,CANDIDATE,0.9210,0.764017553,0.0154,286.410000,42.681549,15.596
7107561,,FALSE POSITIVE,0.0000,0.812587678,0.0187,288.493130,42.692478,13.429
7107567,,FALSE POSITIVE,0.5680,0.812592362,0.0191,288.495670,42.695560,14.235
7115200,,FALSE POSITIVE,0.0000,0.566801447,0.0135,290.968690,42.619678,12.766
7115332,,FALSE POSITIVE,0.0000,0.566794934,0.0138,291.014740,42.653309,14.944
7115384,,FALSE POSITIVE,,0.566793614,0.0133,291.032260,42.650471,10.628
7115463,,FALSE POSITIVE,0.0000,0.566800287,0.0136,291.065000,42.636650,15.124
7115550,,FALSE POSITIVE,0.0000,0.566814046,0.0127,291.088870,42.613899,14.225
7115597,,FALSE POSITIVE,0.0000,0.566791946,0.0138,291.104680,42.645309,15.915
7115661,,FALSE POSITIVE,0.0000,0.566800926,0.0134,291.123540,42.663353,10.624
7115671,,FALSE POSITIVE,0.0000,0.566805859,0.0146,291.126950,42.624390,13.857
7115785,,FALSE POSITIVE,0.0000,0.56680081,0.013,291.169530,42.640808,13.998
7115878,,FALSE POSITIVE,0.0000,0.566790294,0.0134,291.199550,42.686722,14.897
7115925,,FALSE POSITIVE,0.0000,0.566801617,0.0143,291.213380,42.625599,12.528
7116043,,FALSE POSITIVE,0.0000,0.566799725,0.0131,291.247070,42.626389,14.530
7116117,,FALSE POSITIVE,,0.566801886,0.0163,291.269900,42.692009,10.238
7116226,,FALSE POSITIVE,0.0000,0.566801325,0.0138,291.309630,42.616520,15.420
7116236,,FALSE POSITIVE,0.0000,0.566793818,0.0128,291.312440,42.618011,15.670
7116282,,FALSE POSITIVE,0.0000,0.566798676,0.0124,291.328400,42.643028,15.591
7116519,,FALSE POSITIVE,0.0000,0.56676437,0.0139,291.397430,42.617020,15.770
7116859,,FALSE POSITIVE,0.0000,0.5667638,0.0128,291.497250,42.618191,15.163
7117126,,FALSE POSITIVE,0.0000,0.566717263,0.013,291.584080,42.622181,13.724
7117147,,FALSE POSITIVE,0.0000,0.566812588,0.0134,291.590700,42.669891,12.756
7117355,,FALSE POSITIVE,0.0000,0.566798364,0.0135,291.658390,42.632439,14.895
7117485,,FALSE POSITIVE,0.0000,0.566789505,0.0128,291.707210,42.613350,15.456
7117513,,FALSE POSITIVE,0.0000,0.566797474,0.0139,291.715700,42.687870,15.916
7117549,,FALSE POSITIVE,0.0000,0.566805268,0.014,291.728060,42.680408,15.061
7117710,,FALSE POSITIVE,0.0000,0.56679641,0.0134,291.771360,42.671249,13.686
7177766,,FALSE POSITIVE,0.0000,0.769358923,0.0185,283.111360,42.761070,12.055
7185487,,FALSE POSITIVE,,0.53482911,0.0072,286.618960,42.778561,16.670
7198648,,FALSE POSITIVE,0.0000,0.566799833,0.0128,291.283110,42.741859,15.524
7199724,,FALSE POSITIVE,0.0000,0.566795586,0.0137,291.593570,42.719299,14.549
7199756,,FALSE POSITIVE,0.0000,0.566781152,0.0104,291.606020,42.703720,15.742
7199883,,FALSE POSITIVE,0.0000,0.566799125,0.0136,291.644590,42.722351,13.568
7199935,,FALSE POSITIVE,0.0000,0.566795728,0.0134,291.657590,42.729649,13.379
7200225,,FALSE POSITIVE,0.0000,0.566780836,0.0136,291.743350,42.769482,15.328
7200301,,FALSE POSITIVE,0.0000,0.566791802,0.0134,291.768280,42.757221,14.702
7200485,,FALSE POSITIVE,0.0000,0.566796615,0.0131,291.829650,42.737679,15.111
7204073,,FALSE POSITIVE,0.0000,0.566801906,0.0111,292.959260,42.799252,12.663
7211879,,FALSE POSITIVE,0.0000,0.594310785,0.0135,295.160980,42.799129,15.349
7214090,,FALSE POSITIVE,0.0000,0.577910513,0.0134,295.694820,42.756962,15.733
7220320,,FALSE POSITIVE,0.0000,0.752158047,0.0175,297.108150,42.752918,14.082
7220322,,FALSE POSITIVE,0.0000,0.752159702,0.0162,297.108370,42.751663,11.884
7259249,,FALSE POSITIVE,0.0000,0.950735805,0.0196,282.927730,42.806080,15.156
7269881,,FALSE POSITIVE,0.0000,0.306937807,0.0081,287.735720,42.823421,14.409
7280953,,FALSE POSITIVE,0.0000,0.56680208,,291.453130,42.851227,13.072
7281217,,FALSE POSITIVE,0.0000,0.566810701,0.0124,291.528690,42.866970,15.644
7281229,,FALSE POSITIVE,0.0000,0.566813319,0.014,291.533110,42.838470,15.972
7281399,,FALSE POSITIVE,0.0000,0.566803996,0.0111,291.583470,42.830051,15.989
7281410,,FALSE POSITIVE,,0.56681118,,291.586820,42.890133,11.580
7281411,,FALSE POSITIVE,0.0000,0.566804221,0.0115,291.586820,42.827621,15.776
7281454,,FALSE POSITIVE,0.0000,0.566805887,0.0111,291.601750,42.863880,14.648
7281484,,FALSE POSITIVE,0.0000,0.566800593,0.0143,291.610110,42.810459,12.318
7281616,,FALSE POSITIVE,0.0000,0.566799927,0.012,291.647250,42.861191,15.888
7281668,,FALSE POSITIVE,0.0000,0.566798545,0.0134,291.671230,42.812359,13.519
7281694,,FALSE POSITIVE,0.0000,0.566807725,0.0133,291.681670,42.809319,13.903
7281699,,FALSE POSITIVE,0.0000,0.566786121,0.0131,291.683140,42.884411,15.768
7282008,,FALSE POSITIVE,0.0000,0.56679797,0.0128,291.777130,42.845871,15.877
7282042,,FALSE POSITIVE,0.0000,0.566803216,0.0138,291.787960,42.834099,13.449
7282154,,FALSE POSITIVE,0.0000,0.56678694,0.0122,291.825010,42.866508,15.817
7282168,,FALSE POSITIVE,0.0000,0.56681727,0.0123,291.830510,42.867729,14.916
7284688,,FALSE POSITIVE,,0.323021692,0.0087,292.630000,42.829338,11.234
7285616,,FALSE POSITIVE,0.0000,0.566802891,0.0148,292.918790,42.850082,12.982
7285673,,FALSE POSITIVE,0.0000,0.566801045,0.0129,292.935520,42.824871,14.498
7296086,,FALSE POSITIVE,0.0000,0.890737359,0.018,295.785950,42.844280,14.624
7296094,,FALSE POSITIVE,0.0050,0.890745373,0.0182,295.788120,42.846355,18.590
7335514,,CANDIDATE,0.9970,0.576732089,0.0121,280.776860,42.924541,13.291
7335713,,FALSE POSITIVE,0.0000,0.573709256,0.0159,280.902440,42.935719,12.436
7335972,,FALSE POSITIVE,0.0000,0.579770948,0.0135,281.043610,42.975761,15.298
7362450,,FALSE POSITIVE,0.0000,0.566807422,0.0132,291.682830,42.932812,12.900
7362534,,FALSE POSITIVE,,0.566789763,0.0126,291.708130,42.969410,13.767
7362632,,FALSE POSITIVE,0.0000,0.566811926,0.0132,291.741910,42.958309,15.444
7366036,,FALSE POSITIVE,0.0000,0.566801506,0.0135,292.799620,42.990330,11.656
7366065,,FALSE POSITIVE,,0.566803738,0.0136,292.808290,42.976021,14.313
7375795,,FALSE POSITIVE,0.0000,0.691666384,0.0144,295.510680,42.930565,13.601
7381695,,FALSE POSITIVE,0.0860,0.948683571,0.0186,296.935940,42.954231,15.800
7418173,,FALSE POSITIVE,0.0000,0.780632043,0.0165,281.575710,43.068111,13.331
7431709,,FALSE POSITIVE,0.0000,0.572513875,0.0125,287.394170,43.080681,15.078
7433585,,FALSE POSITIVE,0.0000,0.545544979,0.0131,288.147640,43.099709,14.914
7435780,,FALSE POSITIVE,0.0000,0.933157032,0.0198,288.975890,43.099178,15.013
7448023,,FALSE POSITIVE,0.0000,0.566816802,0.0119,292.756530,43.036888,15.678
7458309,,FALSE POSITIVE,0.0000,0.660629055,0.0145,295.549500,43.047722,13.872
7458433,,FALSE POSITIVE,0.0000,0.66062715,0.0154,295.579470,43.063560,14.162
7461307,,FALSE POSITIVE,0.0000,0.77359329,0.0163,296.236970,43.014149,14.615
7461314,,FALSE POSITIVE,0.0000,0.773595312,0.0166,296.238560,43.021790,14.882
7461521,,CANDIDATE,1.0000,0.7735301,0.017,296.283840,43.033981,14.752
7470491,,FALSE POSITIVE,0.0000,0.902222843,0.0224,298.146030,43.075199,13.547
7516809,,FALSE POSITIVE,,0.241842544,0.0073,288.246150,43.135841,15.525
7582691,,CANDIDATE,1.0000,0.259819659,0.0065,281.116460,43.282440,15.174
7584778,,FALSE POSITIVE,0.0000,0.622303871,0.0129,282.315120,43.266312,14.519
7597005,,FALSE POSITIVE,0.0000,0.704541784,0.0161,288.087980,43.208172,15.192
7601918,,FALSE POSITIVE,0.0000,0.621361411,0.0148,289.980960,43.299492,12.696
7605093,Kepler-1356 b,CONFIRMED,1.0000,0.634003002,0.0136,290.995360,43.243938,15.760
7613246,,FALSE POSITIVE,0.0000,0.769127296,0.016,293.571230,43.286480,14.980
7613620,,CANDIDATE,0.8000,0.619023176,0.0142,293.671140,43.217609,15.775
7631194,,FALSE POSITIVE,0.0000,0.811390968,0.0238,298.050320,43.233170,11.817
7668416,,CANDIDATE,1.0000,0.858546796,0.0167,286.148040,43.369202,15.247
7671594,,FALSE POSITIVE,,0.705174384,0.0097,287.635860,43.370770,15.815
7681230,,FALSE POSITIVE,0.0000,0.962590772,0.0198,291.364230,43.385921,14.843
7690855,,FALSE POSITIVE,0.0000,0.786260569,0.0136,294.531490,43.398659,14.040
7694615,,FALSE POSITIVE,0.0000,0.631106722,0.0135,295.666720,43.370350,13.572
7707736,,FALSE POSITIVE,0.0000,0.758355704,0.0155,298.897640,43.394459,15.617
7707742,,FALSE POSITIVE,0.0000,0.758354475,0.0186,298.899540,43.395641,16.975
7733540,,FALSE POSITIVE,,0.77258608,,283.013820,43.483109,15.214
7741048,,FALSE POSITIVE,0.0010,0.843400322,0.0177,287.026860,43.405682,13.018
7749002,,CANDIDATE,0.8680,0.609926502,0.0144,290.391720,43.440338,15.682
7755741,,FALSE POSITIVE,,0.874236216,0.0265,292.787020,43.416039,13.752
7769072,,FALSE POSITIVE,0.0000,0.60886299,0.0153,296.839690,43.408051,13.886
7777365,,FALSE POSITIVE,0.0000,0.88512187,0.0168,298.834930,43.419510,15.871
7777372,,FALSE POSITIVE,0.0000,0.885123683,0.0181,298.836730,43.443020,14.152
7777471,,FALSE POSITIVE,0.0000,0.885131111,0.0178,298.861020,43.417679,14.549
7777522,,FALSE POSITIVE,0.0000,0.885129679,0.0178,298.874180,43.440891,15.766
7800285,,FALSE POSITIVE,0.0000,0.533000886,0.0124,281.659610,43.587891,15.042
7811211,,CANDIDATE,,0.902403563,0.0172,287.570620,43.531738,14.596
7812455,,FALSE POSITIVE,0.0000,0.903583394,0.0191,288.170810,43.501202,14.811
7818447,,FALSE POSITIVE,0.0000,0.618952198,0.0065,290.479280,43.505268,13.593
7826620,Kepler-1579 b,CONFIRMED,0.9960,0.849906734,0.014,293.288020,43.514992,15.220
7841925,,CANDIDATE,0.9440,0.840594032,0.0161,297.724270,43.527431,14.480
7842610,,FALSE POSITIVE,0.0000,0.971933156,0.0184,297.896580,43.563889,15.289
7870250,,FALSE POSITIVE,0.0000,0.580724809,0.0136,282.157440,43.689152,14.569
7870282,,FALSE POSITIVE,0.0000,0.580725004,0.013,282.172030,43.696510,15.236
7885558,,FALSE POSITIVE,0.0000,0.864651455,0.0175,289.970640,43.662239,14.901
7886329,,FALSE POSITIVE,0.0000,0.567493852,0.0134,290.234070,43.662060,13.205
7907808,,CANDIDATE,0.9990,0.655939788,0.0145,297.083010,43.679951,14.511
7919516,,FALSE POSITIVE,0.0000,0.575445783,0.0149,299.904270,43.694950,13.022
7938883,,FALSE POSITIVE,0.0000,0.489682339,0.01,282.193080,43.733219,16.946
7941635,,FALSE POSITIVE,0.7680,0.762724045,0.0155,283.570100,43.736118,14.500
7954278,,CANDIDATE,0.9990,0.306702491,0.008,289.825990,43.725231,15.229
7967517,,FALSE POSITIVE,0.0000,0.579516759,0.014,294.416930,43.799587,13.559
7976136,,FALSE POSITIVE,0.0000,0.655094658,0.0153,297.013820,43.724930,15.543
7985167,,FALSE POSITIVE,0.0000,0.692239369,0.0149,299.200070,43.795940,12.958
7985733,,FALSE POSITIVE,0.0000,0.544561598,0.0155,299.333680,43.717815,12.122
8019043,,FALSE POSITIVE,0.0000,0.80489537,,288.087490,43.876141,11.427
8030339,,FALSE POSITIVE,0.0000,0.65244373,0.0141,292.395390,43.869068,15.665
8043721,,FALSE POSITIVE,0.2160,0.77957913,0.0163,296.661770,43.811432,15.703
8043882,,FALSE POSITIVE,0.0000,0.779609509,0.0165,296.711400,43.858150,15.211
8043968,,FALSE POSITIVE,0.0000,0.779615874,0.0164,296.732910,43.864319,15.292
8047283,,FALSE POSITIVE,0.0000,0.77544539,0.0163,297.556210,43.854988,15.640
8076630,,FALSE POSITIVE,0.0000,0.861643331,0.0156,282.216460,43.933590,14.614
8094120,,FALSE POSITIVE,0.0000,0.706423768,0.0162,290.550870,43.994362,12.892
8094140,,FALSE POSITIVE,0.0000,0.706428634,0.014,290.557160,43.987350,15.159
8110757,,CANDIDATE,0.9750,0.518060209,0.0118,296.184780,43.980751,14.463
8110758,,FALSE POSITIVE,0.0000,0.518071538,0.0126,296.185180,43.978649,14.013
8112324,,FALSE POSITIVE,0.0000,0.575925434,0.0118,296.647640,43.995041,14.563
8123937,,FALSE POSITIVE,,0.503201954,0.0135,299.482060,43.916603,11.626
8129641,,FALSE POSITIVE,0.0000,0.808106001,0.0172,300.954160,43.991718,15.940
8145789,,FALSE POSITIVE,0.0000,0.835315046,0.0152,282.752410,44.048721,15.314
8155368,,FALSE POSITIVE,0.0000,0.718643659,0.0155,287.804810,44.049191,15.121
8162376,,FALSE POSITIVE,0.0000,0.706430188,0.0129,290.590760,44.002579,14.001
8179190,,FALSE POSITIVE,0.0000,0.662457501,0.016,296.247800,44.076790,12.721
8181016,,FALSE POSITIVE,,0.70914232,0.0136,296.784300,44.069012,14.677
8189801,,CANDIDATE,1.0000,0.66682654,0.0123,298.926390,44.002190,15.745
8192861,,FALSE POSITIVE,,0.552141897,0.0128,299.714080,44.037189,13.866
8195877,,FALSE POSITIVE,0.0000,0.75509861,0.0155,300.568300,44.029549,13.441
8211824,,FALSE POSITIVE,,0.84112187,0.0153,281.744600,44.169640,16.055
8231299,,FALSE POSITIVE,0.0000,0.562273947,0.0121,291.064180,44.170399,13.042
8235924,Kepler-1203 b,CONFIRMED,0.1500,0.588001053,0.0114,292.773380,44.178131,14.934
8240861,,FALSE POSITIVE,0.0000,0.449249224,0.0117,294.471310,44.123440,15.282
8245108,,FALSE POSITIVE,0.0000,0.579108481,0.0109,295.814850,44.193340,15.815
8254882,,FALSE POSITIVE,0.0000,0.92565941,0.0203,298.387540,44.151962,12.600
8258103,,FALSE POSITIVE,,0.594003994,0.0174,299.202390,44.141750,11.548
8260198,,FALSE POSITIVE,0.0000,0.955297055,0.0168,299.782070,44.199810,15.450
8265156,,FALSE POSITIVE,0.0010,0.978362973,0.0219,301.134280,44.100128,12.340
8265990,,FALSE POSITIVE,,0.77996263,0.0168,301.362610,44.173409,13.417
